disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Private vehicles,col2_Buses,col3_Municipal fleet (government owned vehicles excluding buses),col4_Freight vehicles,col5_Taxis/Transport Network Companies/Carshares,col6_Comment
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,521686,240,0,0,0,"Não possuímos mensuração total específica de frota municipal (exceto ônibus), de veículos para mercadoria e de taxis/empresas da rede de transporte/carros compartilhados. Existe uma estimativa de 1.700 táxis - que corresponde ao total de permissões de táxi emitidas pelo poder público municipal. Já a estimativa de 5.000 a 6.000 carros de aplicativo é uma projeção baseada na observação do mercado local, já que as empresas de tecnologia não divulgam publicamente esses dados."
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,96,0,0,0,0,"No Piauí, 68% dos veículos eletrificados são híbridos. Isso significa que os outros 32% são elétricos puros.Esse número é uma estimativa, porque a fonte não trouxe o dado segregado especificamente para Teresina, só para o estado do Piauí.\nPode ter havido crescimento em 2024/2025, mas ainda não há publicação oficial com dados mais recentes detalhados."
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,200,0,0,0,0,"Não possuímos mensuração total específica de veículos híbridos na frota municipal (exceto ônibus), de veículos para mercadoria e de taxis/empresas da rede de transporte/carros compartilhados."
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,296,0,0,0,0,"No Piauí, o número de veículos eletrificados (híbridos + totalmente elétricos) registrou crescimento forte. Em 2024, foram comercializadas 1.558 unidades desses veículos no estado, contra 717 em 2023."
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,Não encontramos registros de que Teresina já possua veículos a hidrogênio operando em frota pública ou privada
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,1268,"O valor apresentado é só para a RT, correspondendo à soma das emissões em 2024 dos operadores de TP Rodoviário e Fluvial"
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,0,6,121,0,124,Taxis - 74// Autocarros de TP - 44 // Barcos - 6
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,0,0,0,8,Corresponde a 8 autocarros de TP urbano
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,2,0,0,
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,2,0,0,
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),9965565,388990,,8142201,321770,Could not provide related information
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,3054073,15381,,167421,27740,部分暂无统计
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,247132,15381,,32299,27740,部分暂无统计
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,366640,0,,5,,部分暂无统计
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,366640,0,,5,,暂无统计
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,,0,,部分暂无统计
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,2321113.0,11000.0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,54000.0,9173.0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0.0,0.0,0,0,0,未估计相关数据
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024\n
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,Kota Palembang belom mempunyai data untuk dilaporkan terkait emisi tahunan dari moda transportasi tahun 2024
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,883159.0,903,390,48496,13236,
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,14362.0,0.0,101.0,0.0,0.0,
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,210523.0,0.0,48,0.0,300.0,
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0.0,0.0,0.0,0.0,0.0,
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0.0,0.0,0.0,0.0,0.0,
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,"Based on the 2021 GHG Inventory, the Transportation Sector contributed around 22% of the total GHG emissions which accounts to 1,591,566 mtCO2e, which include emissions from on-road transport and railways."
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,,,44,,,Based on number of serviceable vehicles from the City General Services Department
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,8,202,,,Deployed serviceable electric tricycles from the Transport and Traffic Management Department
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,23,,,Assigned service vehicle under the City Fleet Management
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),121242.0,13319.0,3274.0,57296.0,1967.0,
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,216174.0,2196.0,5473.0,6630.0,,
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,35,,,,,"Não há, no momento, um sistema de registro municipal que diferencie os veículos da frota própria por tipo de propulsão (combustão, elétrico ou híbrido). Esta segmentação será incluída no novo sistema de gestão de frota.\'"
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,,,,"Não há, no momento, um sistema de registro municipal que diferencie os veículos da frota própria por tipo de propulsão (combustão, elétrico ou híbrido). Esta segmentação será incluída no novo sistema de gestão de frota.\'"
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,306.0,,,,,"Não há, no momento, um sistema de registro municipal que diferencie os veículos da frota própria por tipo de propulsão (combustão, elétrico ou híbrido). Esta segmentação será incluída no novo sistema de gestão de frota.\'"
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,,,,,,"Não há, no momento, um sistema de registro municipal que diferencie os veículos da frota própria por tipo de propulsão (combustão, elétrico ou híbrido). "
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),14973,4427,,34893,,Taxis/TNC and Carshares are included in private vehicles category.
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,37379,92,,1538,,From 2018 land Transportation Office (LTO) registration data\n\nGovernment owned vehicles not tracked in available data
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,50,10,,,100,"private vehicles, taxis, and public transport (buses)"
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,,,,Not tracked iin available data
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,,,,,,Not tracked iin available data
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,,,,,,Not tracked iin available data
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,2160284,8747.0,,158490.0,11848.0,
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),73010.0,4575.0,5124,0,78134.0,"Nombre de Voiture : 3275\t\nNombre de Taxis : 2848\t\nNombre de VP : 427\t\nLitre de carburant : 2496000\nLitre de caburant/an : 3220,65 Litre\nLitre/véhicule : 0,98340458\t\nBus :16\nLitre /semaine : 6,451612903\t\nLitre/an : 335,483871\t\nTotal consommation carburant : 1098709,677\n\n"
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,427.0,85,28,152,2848.0,"Nombre de Voiture : 3275\t\nNombre de Taxis : 2848\t\nNombre de VP : 427\t\nLitre de carburant : 2496000\nLitre de caburant/an : 3220,65 Litre\nLitre/véhicule : 0,98340458\t\nBus :16\nLitre /semaine : 6,451612903\t\nLitre/an : 335,483871\t\nTotal consommation carburant : 1098709,677\n"
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,60,0.0,0,0.0,0,"Les véhicules électriques font petit à petit leur entrée dans le quotidien des Ivoiriens ces dernières années. On le voit, à travers des acquisitions de véhicules électriques à usage personnel et de transport urbain en Côte d'Ivoire notamment avec les véhicules de marque Neta (marque chinoise ) utilisés par des chauffeurs de VTC (Véhicules de Tourisme avec Chauffeur). L'arrivée en Côte d'Ivoire du premier fabricant mondial de véhicules à énergie nouvelle et de batteries de grandes puissances, Build your dreams (BYD)\nLe 27 mars, le concessionnaire automobile BYD, le premier fabricant mondial de véhicules à énergie nouvelle et de batteries de puissance, s'est associé à CFAO Africa pour organiser pour lancer officiellement sa marque en Côte d'Ivoire, faisant de BYD la première marque officielle de véhicules électriques à être lancée en Afrique de l'Ouest. "
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,80,0.0,0.0,0.0,0.0,"Les véhicules électriques font petit à petit leur entrée dans le quotidien des Ivoiriens ces dernières années. On le voit, à travers des acquisitions de véhicules électriques à usage personnel et de transport urbain en Côte d'Ivoire notamment avec les véhicules de marque Neta (marque chinoise ) utilisés par des chauffeurs de VTC (Véhicules de Tourisme avec Chauffeur). L'arrivée en Côte d'Ivoire du premier fabricant mondial de véhicules à énergie nouvelle et de batteries de grandes puissances, Build your dreams (BYD)\nLe 27 mars, le concessionnaire automobile BYD, le premier fabricant mondial de véhicules à énergie nouvelle et de batteries de puissance, s'est associé à CFAO Africa pour organiser pour lancer officiellement sa marque en Côte d'Ivoire, faisant de BYD la première marque officielle de véhicules électriques à être lancée en Afrique de l'Ouest. "
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,140,0.0,0.0,0.0,0.0,"Les véhicules électriques font petit à petit leur entrée dans le quotidien des Ivoiriens ces dernières années. On le voit, à travers des acquisitions de véhicules électriques à usage personnel et de transport urbain en Côte d'Ivoire notamment avec les véhicules de marque Neta (marque chinoise ) utilisés par des chauffeurs de VTC (Véhicules de Tourisme avec Chauffeur). L'arrivée en Côte d'Ivoire du premier fabricant mondial de véhicules à énergie nouvelle et de batteries de grandes puissances, Build your dreams (BYD)\nLe 27 mars, le concessionnaire automobile BYD, le premier fabricant mondial de véhicules à énergie nouvelle et de batteries de puissance, s'est associé à CFAO Africa pour organiser pour lancer officiellement sa marque en Côte d'Ivoire, faisant de BYD la première marque officielle de véhicules électriques à être lancée en Afrique de l'Ouest. "
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0.0,0.0,0,0,Il n'en existe pas pour le moment en Côte d'Ivoire.
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),238000,13200,12100,54000,45500,"Berdasarkan Inventarisasi Emisi GRK Kota Manado (2022), emisi tahunan dari sektor transportasi mencapai total sekitar 377.420 ton CO₂e. Jika dirinci per moda:\n\nTransportasi Darat (kendaraan bermotor): ± 362.790 ton CO₂e (96%)\n\nTransportasi Laut: ± 14.630 ton CO₂e (4%)\n\nTransportasi Udara: tidak dihitung dalam lingkup inventaris kota karena tercatat di level nasional (fuel uplift di bandara).\n\nKesimpulan:\n\nModa darat adalah penyumbang emisi terbesar dari sektor transportasi di Manado.\n\nLaut berkontribusi kecil tetapi signifikan untuk kegiatan logistik dan perikanan.\n\nTotal emisi transportasi ini menyumbang hampir setengah dari total emisi Kota Manado pada tahun dasar."
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,0,0,0,0,0,Belum ada data
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,0,0,0,0,Belum ada data
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,Belum ada data\n
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,Belum ada data\n
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,Belum ada data\n
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),2829551,47495,563,,,These data include Antalya Metropolitan Municpality GHG inventory information from 2019.
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,704968,34535,2763,269163,875,"Municipal fleet is based on 2024 data. The fleet is separated into two classes as freight vehicles and non-freight vehicles. In non-freight vehicles, only 772 vehicles are owned by municipality and 903 are in rent. In freight vehicles, 915 vehicles are owned by municipality as well as 173 are in rent by municipality.\n\nPrivate vehicles, buses, freight vehicles numbers are from Turkish Statistical Institute 2024 data. For \'buses\', the number covers all the bus numbers including public transportation, minibuses, inter-city transportation etc. \n\nFor \'Taxis/Transportation Network Companies/Carshares\', the number covers only municipal public transportation fleet. Taxi numbers are not included because of lack of data."
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,,,,,There is no spesific data for Antalya. Turkish Statistical Institute datasets only cover national numbers.
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,,,,There is no spesific data for Antalya. Turkish Statistical Institute datasets only cover national numbers.
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,,,,,,There is no spesific data for Antalya. Turkish Statistical Institute datasets only cover national numbers.
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,,,,,,There is no spesific data for Antalya. Turkish Statistical Institute datasets only cover national numbers.
2025 Disclosure Cycle,779465,CDP,841976,Dhulikhel Municipality,City,India,Nepal,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),1,,,,,
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),29.0,,646.0,,,
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,45.0,20.0,,,,
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,50.0,,,,,
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,"For the year 2024, the City of Gradiška does not currently have data on the municipal fleet size, vehicle types, or related emissions. Data collection for this sector is planned in future inventories."
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),70000,200,400,5000,500,Private vehicle ownership is high in Çorlu. The municipal fleet is limited.
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,150,2,5,10,5,The number of electric vehicles is increasing.
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,203,8,5,5,50,Private vehicles (cars and motorcycles) have the highest share. Municipal and freight vehicles have a limited share.
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,200,0,2,0,10,Hybrid vehicles are more commonly seen in private cars and taxis.
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,200,0,2,0,10,The same data applies to hybrid.
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,Hydrogen technology is not yet available.
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),318712,7121,732,59468,1818,"Total emissions from road transport amount to 387,751 tons of CO2 emissions."
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,140000,3128,322,26100,800,"There are 170,350 vehicles within the district boundaries. This ratio is 82.2% private vehicles, 1.84% buses, 0.19% municipal fleet vehicles, 15.34% freight vehicles, and 0.47% taxis and other vehicles. This is equivalent to a total of 387,751 tons of CO₂."
