disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,What language are you submitting your response in?
2025 Disclosure Cycle,779465,CDP,840105,Samdrup Jongkhar Municipality,City,India,Bhutan,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840113,Bhavnagar Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840118,Jamnagar Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840131,Tiruchirappalli City Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840134,Tirunelveli Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840143,Vishakhapatnam Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840155,Calapan City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840158,"City of San Fernando, La Union",City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840161,Municipality of Del Carmen,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840170,Nowon-gu Municipal Government of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840192,Kandy Municipal Council,City,India,Sri Lanka,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840194,Tepebaşi Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840195,Laholm Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840228,"Town of Davie, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840269,"Town of Whitby, ON",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840313,Municipalidad de Cerro Navia,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,840427,Hat Yai City Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: Thai
2025 Disclosure Cycle,779465,CDP,840428,Hua-Hin Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: Thai
2025 Disclosure Cycle,779465,CDP,840492,City of Malolos,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840515,Tangerang Selatan City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840521,City of Denizli,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840914,Prefeitura de Cáceres (Brasil),City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840924,Prefeitura de Alexânia,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840925,Prefeitura de Indiaroba,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840926,Prefeitura de Serra Talhada,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840927,Prefeitura de São Cristóvão,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840931,Prefeitura de Cordeirópolis,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,840936,Prefeitura de Guanhães,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,841491,Muar Municipal Council,City,South East Asia & Oceania,Malaysia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,841525,Blackburn with Darwen Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,841955,Hammersmith and Fulham London Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,841965,"City of Lansing, MI",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,841970,"City of West Lafayette, IN",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,841976,Dhulikhel Municipality,City,India,Nepal,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,842012,"City of Burlington, ON",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,842044,"Ville de Longueuil, QC",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,Other: Francais
2025 Disclosure Cycle,779465,CDP,842167,Sakarya,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,843537,Shropshire Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,845125,Prefeitura de Ribeirão das Neves,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848122,Alajuela,City,Latin America,Costa Rica,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848125,Oreamuno,City,Latin America,Costa Rica,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848126,La Democracia,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848135,San Pedro de la Paz,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848564,City of Zadar,City,Europe,Croatia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,848567,Mid-America Regional Council,City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,848998,Villa de Merlo,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,849039,Ceres (Argentina),City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,849051,Udaipur Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,850305,Prefeitura de Joaçaba,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,850413,Prefeitura de Itá,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,852443,"Ferndale, MI",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,852445,"Gainesville, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,852473,Sandwell Metropolitan Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,852524,Westminster City Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,854042,Metropolitan Municipality of Milan,City,Europe,Italy,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,854050,"City of Nanaimo, BC",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,859095,Mizuho Town,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859128,Makinohara City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859135,Higashiura Town,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859167,Imabari City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,859168,Saijo City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,860640,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,861790,Wokingham Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: bahasa indonesia
2025 Disclosure Cycle,779465,CDP,862480,Ibarra,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,862504,Posadas,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,862505,Cheltenham Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862760,"City of Oxford, OH",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862814,"South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties)",City,Europe,Ireland,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862932,"Superior, CO",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862946,Manta,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,862948,Municipalidad de Sucre,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,862953,"District of North Vancouver, BC",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,862999,Prefeitura de Ouro Preto,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,863190,Renca,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863205,Gorontalo Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863206,Langsa City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863405,"City of Boca Raton, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863407,"Town of Durham, NH",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863412,"City of Tumwater, WA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863419,"Town of New Glasgow, NS",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,863469,San Bernardo,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,863470,Lago Agrio (Nueva Loja),City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,863533,San Antonio,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,866887,"City of Bexley, OH",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,866890,"City of Prairie Village, KS",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,866900,Delicias,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,866901,Prefeitura de São Sepé,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,891125,Prefeitura de Aracruz,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,891180,Prefeitura de Serra,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,894049,San José de la Esquina,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,895257,Prefeitura de Barcarena,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: 
2025 Disclosure Cycle,779465,CDP,895654,Segamat,City,South East Asia & Oceania,Malaysia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,895655,Dhankuta,City,India,Nepal,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,895694,Municipalidad de Quilicura,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,895969,Prefeitura de Balneário Pinhal,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,896058,Prefeitura de Cruzeiro do Sul - RS,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,900978,Manzanillo,City,Latin America,Cuba,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,917883,Brecon Beacons National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,917886,Broxtowe Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,917931,Region of Powys,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918239,City of Reșița,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918283,Municipality of Katerini,City,Europe,Greece,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918430,Municipality of Athienou,City,Europe,Cyprus,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918783,City of Békéscsaba,City,Europe,Hungary,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,918805,City of Ajka,City,Europe,Hungary,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,919095,City of London (City),City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,919723,Alvesta Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,919724,Gällivare Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,923490,Frutillar,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,924780,City of Butuan,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,924872,"Colón, Entre Rios",City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,929491,Municipalidad de San Lucas Sacatepéquez,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,929501,Algarrobo,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,929627,Lima Puluh Kota Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,929630,Pasaman Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,930073,Quang Binh Province,City,South East Asia & Oceania,Viet Nam,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,930236,Municipio Manuel Plácido Maneiro,City,Latin America,Venezuela (Bolivarian Republic of),Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930247,Prefeitura de Carinhanha,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,930248,Prefeitura de Jandaíra,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,930257,Municipalidad de Puyo,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930270,Ilustre Municipalidad de Ancud,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930332,"City of Orillia, ON",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,930367,Municipio de Montecristi,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930413,Municipio de Santa Elena,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930502,San Francisco del Rincón,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,930753,Yeoncheon County,City,South East Asia & Oceania,Korea (The Republic of),Public,Q1.1,What language are you submitting your response in?,,,Other: Korean
2025 Disclosure Cycle,779465,CDP,930758,City of Srebrenik,City,Europe,Bosnia and Herzegovina,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,931095,Lake District National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,931104,City of Leh,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,931111,South Downs National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2011429,Municipality of Belsh,City,Europe,Albania,Public,Q1.1,What language are you submitting your response in?,,,Other: Albanian
2025 Disclosure Cycle,779465,CDP,2012299,Warwick District Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012301,Broads National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012303,Dartmoor National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012305,Exmoor National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012306,Loch Lomond and the Trossachs National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012307,New Forest National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012308,North York Moors National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012309,Northumberland National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012310,Peak District National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2012312,Yorkshire Dales National Park Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2023043,Nasushiobara City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,2024876,Town of Lügde,City,Europe,Germany,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2027109,Ilustre Municipalidad De El Quisco,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,2027804,Kalasin Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: Thai
2025 Disclosure Cycle,779465,CDP,2027823,Saen Suk Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2027827,Su-ngai Kolok Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: thai
2025 Disclosure Cycle,779465,CDP,2027830,Pak Poon Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: 
2025 Disclosure Cycle,779465,CDP,2027854,"City of Lafayette, IN",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,2027856,Cañada Rosquín,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,2027864,El Trebol,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,2027869,San Salvador de Jujuy,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,2027876,Tual City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Indonesia
