disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Climate action plan type^,col2_Plan attachment^,"col3_Name of plan and URL link, if applicable^",col4_Confirm attachment/link provided to plan,col5_Boundary of plan relative to jurisdiction boundary,col6_Processes for monitoring evaluation and updates of plan^,col7_Plan status/progress towards plan,col8_Funding sources and financial instruments to finance plan,col9_Communities and organizations engaged,col10_Describe if and how climate-related scenarios have informed the plan,col11_Primary author(s) of plan^,"col12_Assessment of co-benefits, trade-offs, and synergies of actions included in plan",col13_Year of formal approval of plan^,col14_End year of plan,col15_Total cost of implementation of plan (in currency specified in 1.2),col16_Sectors covered by action plan,col17_Please explain
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",4,Row 4,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",climate_plan_maig.pdf,https://www.barcelona.cat/barcelona-pel-clima/sites/default/files/documents/climate_plan_maig.pdf,The plan has been attached and can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - moderate progress made,Private|Jurisdiction's own resources|Public-private partnerships,Local government (s) and/or agencies|Vulnerable population groups|Business and private sector|Citizens|Academia,"Climate-related scenarios have been studied to know foreseable effects of climate change in the future. This helps to study actions and prioritise them. Examples are wastewater management (droughts), heatwaves (help to prioritise which neighborhoods to refurbish first), sea level rises (adaptation policies in beaches), etc. All the explanations are delivered in the risk assessment part and in the plan.",Dedicated team within jurisdiction,Plan assesses co-benefits of actions,2018.0,2030.0,0,"Accommodation and food service activities|Administrative and support service activities|Construction|Human health and social work activities|Electricity, gas, steam and air conditioning supply|Sewerage, wastewater management and remediation activities|Waste management|Water supply|Professional, scientific and technical activities",-
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",5,Row 5,Standalone mitigation plan,Climate_Emergency_Declaration_en.pdf,https://www.barcelona.cat/barcelona-pel-clima/sites/default/files/Climate_Emergency_Declaration_en.pdf,The plan has been attached and can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Evaluation: Evaluation of plan takes place annually or more frequently than annually,Underway - moderate progress made,Jurisdiction's own resources,Business and private sector|Local government (s) and/or agencies|Citizens|Vulnerable population groups|Academia,Climate Emergency declaration does not expand these studies of Climate Plan.,Dedicated team within jurisdiction,"Plan does not assess synergies, trade-offs and co-benefits of actions",2020.0,2030.0,563500000,"Sewerage, wastewater management and remediation activities|Electricity, gas, steam and air conditioning supply|Water supply|Education|Professional, scientific and technical activities",Climate Emergency Declaration accelerates some action lines of Climate Plan and increases ambition.
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",6,Row 6,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Pla_Clima_EN(1).pdf,https://bcnroc.ajuntament.barcelona.cat/jspui/handle/11703/138664,The plan has been attached and can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Evaluation: Evaluation of plan takes place annually or more frequently than annually,Underway - moderate progress made,Public-private partnerships|Jurisdiction's own resources|Private,Business and private sector|Academia|Citizens|Local government (s) and/or agencies|Vulnerable population groups,"Scenarios available in Climate Plan and Emergency Action Plan are informed, this new Government Measure Climate Plan increases ambition using these base scenarios.",Dedicated team within jurisdiction,Plan assesses co-benefits of actions|Plan assesses synergies of actions,2024,2030,1849519380,"Construction|Electricity, gas, steam and air conditioning supply|Water supply|Professional, scientific and technical activities|Sewerage, wastewater management and remediation activities|Human health and social work activities|Transportation and storage|Education|Waste management",This plan accelerates action in the framework of \'100 smart and neutral cities EU mission\'. It develops the Barcelona Climate City Contract.
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",7,Row 7,Standalone energy-related plan,MDG GENERACIÓ.PDF,https://bcnroc.ajuntament.barcelona.cat/jspui/handle/11703/135342,The plan has been attached and can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Evaluation: Evaluation of plan takes place annually or more frequently than annually,Underway - moderate progress made,Private|Public-private partnerships|Jurisdiction's own resources,Business and private sector|Citizens|Vulnerable population groups|Local government (s) and/or agencies,"No scenarios, it is a solar PV generation plan. All related information and assessments of co-benefits and synergies are explained in Climate Plan.",Dedicated team within jurisdiction,"Other: Assessments are in Climate Plan, as explained.",2024,2030,55315000,"Electricity, gas, steam and air conditioning supply","Cost of 55,315 M€ is related to investment on city owned PVs."
2025 Disclosure Cycle,779465,CDP,1850,Birmingham City Council,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Standalone adaptation plan,,Urban Forest Masterplan - http://birminghamtreepeople.org.uk/birminghams-urban-forest-master-plan/,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources,Local government (s) and/or agencies|Non-governmental organisations|Academia|Citizens|Business and private sector,"The plan considers the impact of climate change on the urban forest and how the UF helps to combat these issues in relation to flooding, UHI, effect and air quality, health and wellbeing, along with many others.",Community group|Relevant department within jurisdiction,Plan assesses co-benefits of actions|Plan assesses synergies of actions|Plan assesses trade-offs of actions,2021,2051,4000000,Forestry,4mil figure is based on what is spent per year on urban forest management. Tree canopy tool: https://uk.pg-cloud.com/BTP/ Explanation from a council officer on how to use the tool: https://www.youtube.com/watch?v=wKhDt1jTOCc
2025 Disclosure Cycle,779465,CDP,1850,Birmingham City Council,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone mitigation plan,,(https://birmingham.cmis.uk.com/birmingham/Meetings/tabid/70/ctl/ViewMeetingPublic/mid/397/Meeting/14816/Committee/39/SelectedTab/Documents/Default.aspx,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published annually or more frequently than annually|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - moderate progress made,Jurisdiction's own resources|Regional funds and programmes|National funds and programmes,State/regional government(s) and/or agencies|Citizens|Academia|Business and private sector,No scenarios used - plan based upon climate emergency declaration which was declared in line with other local authorities. ,Relevant department within jurisdiction,"Plan does not assess synergies, trade-offs and co-benefits of actions",2021.0,2030,0.0,"Forestry|Electricity, gas, steam and air conditioning supply","Original action plan published in 2021 and was written collaboratively with the R20 taskforce. The taskforce included representatives from a variety of backgrounds including faith groups and community groups. The council publishes an independent annual report on our climate change progress, which is publicly available. In addition to this we also report on our successes and achievements around sustainability externally through the year as appropriate, using our own website, newsletter, social media channels and through taking part in presentations/conferences/roundtables. As mentioned, this action plan was reported against in 2022 (https://birmingham.cmis.uk.com/birmingham/Meetings/tabid/70/ctl/ViewMeetingPublic/mid/397/Meeting/12424/Committee/39/SelectedTab/Documents/Default.aspx), in 2023 (https://birmingham.cmis.uk.com/birmingham/Meetings/tabid/70/ctl/ViewMeetingPublic/mid/397/Meeting/12804/Committee/39/SelectedTab/Documents/Default.aspx), in 2024 (https://www.birmingham.gov.uk/downloads/file/28568/route_to_net_zero_annual_report_2023 ) and 2025 (https://birmingham.cmis.uk.com/birmingham/Meetings/tabid/70/ctl/ViewMeetingPublic/mid/397/Meeting/14816/Committee/39/SelectedTab/Documents/Default.aspx)..Internally, the route to net zero team reports on progress quarterly to our newly created climate change, nature and net zero board and provides oversight to the Cabinet member of the council. "
2025 Disclosure Cycle,779465,CDP,1850,Birmingham City Council,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",3,Row 3,Standalone adaptation plan,,City of Nature Plan: https://naturallybirmingham.files.wordpress.com/2022/06/city-of-nature-may-2022-print.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,"No monitoring, evaluation or update processes in place",Underway - moderate progress made,Jurisdiction's own resources,Vulnerable population groups|Academia|State/regional government(s) and/or agencies|Citizens|Local government (s) and/or agencies|Non-governmental organisations,The environmental justice mapping (pg41)uses urban heat island data based upon maximum summer temperatures based on current risk. Flooding data used in the plan is update to 10/50/300 year flood events. ,Relevant department within jurisdiction,Plan assesses synergies of actions|Plan assesses co-benefits of actions,2022.0,2047.0,0.0,"Agriculture|Arts, entertainment and recreation|Education|Conservation|Forestry|Human health and social work activities","East Birmingham Plan now being developed as first stage of implementation, more details in other areas of disclosure. Cost of implementation not yet identified for length of the plan."
2025 Disclosure Cycle,779465,CDP,2621,Cambridgeshire County Council,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",,https://www.cambridgeshire.gov.uk/residents/climate-change-energy-and-environment/climate-change-and-environment-strategy,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Update: Updates to the plan are published every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources|National funds and programmes|Regional funds and programmes,Local government (s) and/or agencies|State/regional government(s) and/or agencies|Business and private sector|National government and/or agencies|Citizens|Vulnerable population groups|Academia,The plan has considered a range of evidence in its development. ,Dedicated team within jurisdiction,Plan assesses synergies of actions|Plan assesses co-benefits of actions,2022,2045,,"Waste management|Public administration and defence; compulsory social security|Water supply|Administrative and support service activities|Conservation|Human health and social work activities|Transportation and storage|Electricity, gas, steam and air conditioning supply|Accommodation and food service activities|Education|Agriculture|Construction|Sewerage, wastewater management and remediation activities|Manufacturing",Implementation costs unknown
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Integrated climate plan (addressing mitigation and adaptation),,Chicago Climate Action Plan; https://www.chicago.gov/content/dam/city/sites/climate-action-plan/documents/Chicago-CAP-071822.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years|Evaluation: Evaluation of plan takes place every 1-3 years|Update: Updates to the plan are published every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources|Public-private partnerships,Non-governmental organisations|Citizens|Vulnerable population groups|Local government (s) and/or agencies,"The City of Chicago is experiencing more severe heat, storms, and flooding due to climate-exacerbated extreme weather. In order to align with international emissions reduction standards and protect the most vulnerable residents from climate change, the City's Climate Action Plan outlines a series of equity-focused actions that will achieve Chicago's ambitious climate goals.",Dedicated team within jurisdiction|Consultant,Plan assesses co-benefits of actions,2022,2040,,"Human health and social work activities|Transportation and storage|Administrative and support service activities|Electricity, gas, steam and air conditioning supply|Construction|Real estate activities|Waste management","While the current cost of the Climate Action Plan is only estimated, the City has dedicated $188 million in bond financing to support a down payment toward equitable climate action. This financing directly support projects that achieve the ambitious goals in the Climate Action Plan and it serves as a market transformation tool."
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone adaptation plan,,Resilient Chicago: https://resilient.chicago.gov/download/Resilient%20Chicago.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - moderate progress made,Jurisdiction's own resources|Public-private partnerships|Regional funds and programmes,Non-governmental organisations|Vulnerable population groups|Local government (s) and/or agencies|State/regional government(s) and/or agencies,Extreme climate-induced weather was a direct influence on the development of Resilient Chicago.,Consultant|Dedicated team within jurisdiction,"Plan does not assess synergies, trade-offs and co-benefits of actions",2019.0,,,"Electricity, gas, steam and air conditioning supply|Construction|Waste management|Sewerage, wastewater management and remediation activities|Information and communication","While Resilient Chicago does not explicitly reflect an implementation timeline to track progress across the various sectors of work, the report helped effectively frame the need for a whole of community approach to true community, climate resilience."
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",3,Row 3,Standalone adaptation plan,,We Will Chicago\nhttps://www.chicago.gov/content/dam/city/depts/dcd/we_will/we_will_documents/cpc/WWC_Final_CPC.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,"No monitoring, evaluation or update processes in place",Underway - moderate progress made,Public-private partnerships,Local government (s) and/or agencies|Non-governmental organisations|Academia|Citizens|Vulnerable population groups,"Pillar goals and objectives identified in the We Will Chicago Framework, were created by research teams that identified Chicago's most pressing needs since the last citywide plan of 1966, including the challenges of urban renewal, loss of public housing, school closures, vacant lots and more. Research teams consisted of a diverse group of over 115 resident volunteers, 25 community-based organizations, and 100 city staff selected through a citywide open application process in 2021. Each goal includes multiple objectives to realize progress over time, as well as baseline data on social, health, and economic inequities to monitor throughout implementation.\n\n ",Community group|Dedicated team within jurisdiction|Consultant,"Plan does not assess synergies, trade-offs and co-benefits of actions",2023,2033,,"Arts, entertainment and recreation|Human health and social work activities","Approved by the Chicago Plan Commission after three years of intensive neighborhood-based and virtual public engagement, “We Will Chicago” consists of more than 40 goals and 150 objectives to guide the City's governance across eight “planning pillars” for the next decade. The pillars include Housing & Neighborhoods; Arts & Culture; Environment, Climate & Energy; Lifelong Learning; Public Health & Safety; Transportation & Infrastructure; Civic & Community Engagement; and Economic Development. "
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",4,Row 4,Standalone adaptation plan,,2024 Equity Report\nhttps://www.chicago.gov/content/dam/city/depts/obm/supp_info/budget-equity/2024-Budget-EquityReport.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources|Regional funds and programmes|National funds and programmes,Local government (s) and/or agencies,"The Office of Equity and Racial Justice (OERJ) is proud to present its first annual status report of the City's efforts to institutionalize equity. This report aims to accomplish four goals: \n- Share the overall progress of the City of Chicago's racial equity efforts \n- Make strategic recommendations the City should take to accelerate improvement \n- Report progress on department Budget Equity commitments from 2023 and share the new commitments for 2024 \n-Share trends and evaluations of departments' Racial Equity Action Plans (REAP) The report is purposely paired with the budget release because budgets are moral documents that reflect the values and priorities of the City, including values of equity and inclusion. The FY2024 budget marks the third year the Office of Equity and Racial Justice has led city departments in a Budget Equity process. Each year, the work has deepened, and the equity analysis has become more sophisticated. ",,,,,,,
2025 Disclosure Cycle,779465,CDP,3203,City of Chicago,City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",5,Row 5,Standalone adaptation plan,,City of Chicago Park District 2025 Sustainability Report\nhttps://files.chicagoparkdistrict.com/2025-05/2025%20Sustainability%20Report%20Web%20Version.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years,Underway - moderate progress made,National funds and programmes|Public-private partnerships|Jurisdiction's own resources|Regional funds and programmes,Local government (s) and/or agencies,"The Park District's Sustainability Report highlights the many ways that the Park District works to advance environmental sustainability and resilience across the city. It is guided by the Park District's 2025-2030 Strategic Plan, which was developed through a comprehensive process incorporating in-depth analysis of resident needs, park usage data, employee feedback, and national best practices. ",,,,,,,
2025 Disclosure Cycle,779465,CDP,3417,"New York City, NY",City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Standalone energy-related plan,,"PowerUp NYC (PowerUp)—NYC's first ever Long-Term Energy \nPlan (LTEP)—establishes a roadmap for how we will accomplish PlaNYC's clean \nenergy and decarbonization goals and go even farther in three key sectors: the \nEnergy Grid and Community Energy Systems, Buildings, and Transportation. \n\nhttps://www.nyc.gov/content/climate/pages/reports-and-publications/powerup-nyc",The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources|National funds and programmes,Citizens|Non-governmental organisations|Vulnerable population groups|Local government (s) and/or agencies|State/regional government(s) and/or agencies|Academia,"The City, Con Edison, and NYISO have all released reports reviewing future system reliability, examining how climate change and demand projections will impact the power system in New York and how that will affect grid reliability and resiliency. The New York City Panel on Climate Change (NPCC) develops regional projections of sea level rise, temperature, and precipitation for decades from the present and 2100. The City and partners leverage this data to inform planning and policy to ensure NYC is prepared for future extreme weather events.",Dedicated team within jurisdiction,Plan assesses trade-offs of actions|Plan assesses co-benefits of actions|Plan assesses synergies of actions,2024,2050,0,"Electricity, gas, steam and air conditioning supply|Real estate activities|Transportation and storage","ZERO DOLLARS IN TOTAL COST ROW BECAUSE REPORTING DID NOT MARK AS COMPLETE WITHOUT A PLACEHOLDER. As the City of New York's action plan for achieving \nmore sustainable and equitable energy systems, \nPowerUp will be updated and re-released every \nfour years to address evolving challenges, \nopportunities, and solutions. The plan focuses on \nachieving two primary goals: 1. Identify specific, near-term actions that the City will advance in the next four years to stay on track to meet our climate action goals and policy mandates. 2. Educate and engage NYC communities in local energy planning processes "
