disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Select a reference ID for the target,col2_Target type^,col3_Boundary of target relative to jurisdiction boundary^,col4_Gases covered by target,col5_Emissions sources covered by target^,col6_Is this target a net zero target?,col7_Are carbon credits currently used or planned to be used to achieve this target?^,col8_Percentage of target to be met using carbon credits generated from outside jurisdiction or target boundary^,"col9_Are residual emissions expected in the net zero target year? If residual emissions are expected, explain why these emissions cannot be reduced",col10_Percentage of net zero target that is expected to remain as residual emissions in the target year,col11_Year target was established,col12_Emissions covered by target in year target was established (metric tonnes CO2e),col13_Base year^,col14_Base year emissions covered by target (metric tonnes CO2e)^,col15_Emissions intensity figure in base year (metric tonnes CO2e per capita or GDP)^,col16_Target year^,col17_Estimated business as usual emissions in target year (metric tonnes CO2e)^,col18_Percentage of emissions reduction (including offsets and carbon dioxide removal)^,col19_Net emissions in target year (including offsets and carbon dioxide removal) (metric tonnes CO2e) [auto-calculated]^,col20_Net emissions in target year (including offsets and carbon dioxide removal) (metric tonnes CO2e)^,col21_Specify if target is considered a science-based target (SBT) and the SBT methodology it aligns to,col22_Emissions covered by target in most recent inventory (metric tonnes CO2e),col23_Alignment with Nationally Determined Contribution,col24_Select the conditional components of your emissions reduction target,col25_Target status and progress made towards target,col26_Please explain
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",4,Row 4,Target 4,Base year emissions (absolute) target,Government operations - covers only emission sources owned and operated by jurisdictions government,CH4|NF3|N2O|PFCs|HFCs|SF6|CO2,All emissions sources which are included in the jurisdiction inventory,Yes,,,"No, residual emissions are not expected in the net zero target year",,2022,75084,2013,,,2030,,50,,,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Tyndall Centre",49489,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on the implementation of carbon capture and storage (CCS) technology|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on additional state or regional/national legislation, regulation and/or policy",Underway - significant progress made,2023年度に2013年度比で34.1％削減されており、日本政府や日本国内他自治体に比べても順調に削減が進んでいます。2050年目標であるネットゼロ目標（NDCと同じ）を達成できるペースとなっています。またTyndall CentreのSBTにも即しており、地球温暖化を1.5度以内に抑えるための公平な負担にも適っています。
2025 Disclosure Cycle,779465,CDP,859128,Makinohara City,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,No,Do not know,,,,2018,533,2013,538,,2030,,46.28,289.01,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): We are not committed to setting a science-based in the next 2 years",452,This target is as ambitious as the Nationally Determined Contribution,Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration,Underway - moderate progress made,産業部門において削減傾向がある
2025 Disclosure Cycle,779465,CDP,859135,Higashiura Town,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2,All emissions sources which are included in the jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","Yes, but the number of credits required has not been quantified",,,,2021,314000,2013,364000,,2030,,50,182000.00,,,215823,This target is more ambitious than the Nationally Determined Contribution,Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies,Underway - moderate progress made,・2024年度中に計画の見直しを行い、2030年のCO2削減目標を2013年度比で「26％」から「50％」に引き上げました。\n・私たち自治体の目標は2050年までに排出量実質ゼロを達成することです。
2025 Disclosure Cycle,779465,CDP,859135,Higashiura Town,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",2,Row 2,Target 2,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2,All emissions sources which are included in the jurisdiction inventory,Yes,,,Do not know,,2021,314000,2013,364000,,2050,,100,0.00,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): But we are committed to setting a science-based target in the next 2 years",215823,Do not know if this target is as ambitious as the Nationally Determined Contribution,Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on the development or scaling up of other innovative technologies,Underway - moderate progress made,
2025 Disclosure Cycle,779465,CDP,859167,Imabari City,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2,All emissions sources which are included in the jurisdiction inventory,Yes,,,Do not know,,2018,48378,2013,1829000,,2030,,26.03,1352911.30,,,25651,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)",Underway - moderate progress made,国の排出量削減目標の変更に応じて、現在計画を見直し中
2025 Disclosure Cycle,779465,CDP,859168,Saijo City,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,HFCs|CH4|CO2|N2O,All emissions sources which are included in the jurisdiction inventory,Yes,,,Do not know,,2024,32605,2013,45550,,2050,,100,0.00,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): Other: 国の削減目標に準じた目標を設定している",32605,This target is as ambitious as the Nationally Determined Contribution,This target is not conditional on the success of an externality or component of policy outside of direct control of jurisdiction administration,Underway - moderate progress made,排出量の削減が進んでいる
2025 Disclosure Cycle,779465,CDP,859168,Saijo City,City,Japan,Japan,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",2,Row 2,Target 2,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2,All emissions sources which are included in the jurisdiction inventory,Yes,,,Do not know,,2024,2588179,2013,3115248,,2050,,100,0.00,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): Other: ゼロカーボンシティを表明している",2172640,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on additional state or regional/national legislation, regulation and/or policy",Underway - moderate progress made,令和6年2月にゼロカーボンシティを表明し、2050年までに二酸化炭素排出量の実質ゼロを目指している
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Fixed-level target,Same - covers entire jurisdiction and nothing else,PFCs|CH4|N2O|SF6|CO2|HFCs,All direct emissions (scope 1 or 'territorial') included in jurisdiction inventory,Yes,,,"Other: We are working on different solutions to balance the residual emissions by 2030. Measures may include, for example, tree planting, installation of renewable electricity or other compensation measures within the municipal boundaries.",15,2023,72959,,,,2030,,,,0,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Convention on Long-Range Transboundary Air Pollution (CLRTAP) from SMHI Nationella emissionsdatabasen and Tyndall Centre for Carbon budget from Klimatsekretariatet.",72959,This target is more ambitious than the Nationally Determined Contribution,"Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on the implementation of carbon capture and storage (CCS) technology|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on the development or scaling up of other innovative technologies",Underway - moderate progress made,"This is the target of climate neutrality 2030 in Järfälla environmental plan 2023 - 2030, accepted in 2023. \n\nJärfälla is also dependent on decreased emissions from the national road E18 and national climate politics. \n\nTo reach the target Järfälla need a robust regional public transport, along with increasing bicycle and walking. The municipality also needs to find solutions för offsetting remaining emissions, i.e through carbon sequestration, renewable energy production and tree planting."
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",2,Row 2,Target 4,Fixed-level target,Same - covers entire jurisdiction and nothing else,CH4|HFCs|CO2|PFCs|SF6|N2O,Other: This target covers emissions from consumption from all citizens of Järfälla.,Yes,,,Do not know,,2023,518000,,,,2045.0,,,,0.0,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Stockholm Environment Institute",529341,Do not know if this target is as ambitious as the Nationally Determined Contribution,Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on a reduction in emissions from air travel that is outside the direct control of jurisdiction administration,Underway - moderate progress made,Järfälla has a target to have a climate neutral consumption by 2045. \n\nThe target is set for emissions from inhabitants consumption. The municipality is working towards more recycling of materials and goods in Järfälla along with an increasing amount of sustainable certified businesses. \n\nThe municipality also arranges lectures and events where inhabitants can get information and have discussions on how to live in a climate friendly way. 
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",3,Row 3,Target 3,Fixed-level target,Same - covers entire jurisdiction and nothing else,CO2|PFCs|CH4|N2O|SF6|HFCs,All direct emissions (scope 1 or 'territorial') included in jurisdiction inventory,Yes,,,Do not know,,2023.0,81631,,,,2050.0,,,,0.0,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Convention on Long-Range Transboundary Air Pollution (CLRTAP) from SMHI Nationella emissionsdatabasen and Tyndall Centre for Carbon budget from Klimatsekretariatet.",72959,This target is not as ambitious as the Nationally Determined Contribution,Target is conditional on the implementation of carbon capture and storage (CCS) technology,Underway - moderate progress made,This is a target for a climate positive Järfälla by 2050. 
2025 Disclosure Cycle,779465,CDP,861779,Järfälla Municipality,City,Europe,Sweden,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",4,Row 4,Target 2,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,HFCs|CO2|SF6|PFCs|CH4|N2O,All direct emissions (scope 1 or 'territorial') included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2023.0,81631,2023,74708,,2030.0,,70,22412.40,,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Convention on Long-Range Transboundary Air Pollution (CLRTAP) from SMHI Nationella emissionsdatabasen and Tyndall Centre for Carbon budget from Klimatsekretariatet.",72959,This target is more ambitious than the Nationally Determined Contribution,"Target is conditional on the implementation of carbon capture and storage (CCS) technology|Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on additional state or regional/national legislation, regulation and/or policy|This target is not conditional on the success of an externality or component of policy outside of direct control of jurisdiction administration|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Target is conditional on the development or scaling up of other innovative technologies",Underway - moderate progress made,"This target is a 15 % reduction of CO2e per year, from 2023, to be in line with the Paris agreement, based on Järfällas carbon budget.\n\nThis target is set in Järfälla environmental plan 2023 - 2030."
2025 Disclosure Cycle,779465,CDP,861790,Wokingham Borough Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Fixed-level target,Same - covers entire jurisdiction and nothing else,CO2,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,Yes,,,"No, residual emissions are not expected in the net zero target year",,2019,557000,,,,2030,,,,0,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Tyndall Centre",525000,This target is more ambitious than the Nationally Determined Contribution,"Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government",Underway - moderate progress made,Progress towards this overall action is demonstrated within our annually published progress reports. These reports include a breakdown of the current status for each action and the expected carbon savings.
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,N2O|CO2|CH4,All emissions sources which are included in the jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","Yes, but the number of credits required has not been quantified",,,,2017,484912.5736,2017,387930.05,,2027,,90,38793.00,,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): WWF's One Planet City Challenge (OPCC)",1865048.36,This target is more ambitious than the Nationally Determined Contribution,Target is conditional on mitigation in emissions sources that are controlled by a higher level of government,Underway - limited progress made,"The determination of greenhouse gas emission reduction targets by Sumbawa district is influenced by the determination of reduction targets at the provincial level. The greenhouse gas reduction target for each district is a division of the emission target from the total provincial target. therefore, targets set by districts may change according to provincial emissions reduction targets. However, this does not affect the implementation of programs and activities to achieve the greenhouse gas emission reduction targets that have been set. Collaboration opportunities for every level of government to support program implementation will greatly help accelerate the reduction of greenhouse gas emissions as set targets."
2025 Disclosure Cycle,779465,CDP,862504,Posadas,City,Latin America,Argentina,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CH4|CO2|N2O,All BASIC (GPC) emissions sources which are included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2024,892606.7,2018,818813.25,,2030,,24.57,617630.83,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): But we are committed to setting a science-based target in the next 2 years",897221.16,Do not know if this target is as ambitious as the Nationally Determined Contribution,"Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)",Underway - moderate progress made,"Para definir las acciones propuestas, se tomaron como referencia tanto los Planes Sectoriales Nacionales de Cambio Climático los cuales plantean las Estrategias de los ministerios competentes para ejecutar las medidas de Mitigación y Adaptación de la Contribución Nacional, como los programas e iniciativas municipales que contribuyen a la reducción de los gases de efecto invernadero. \nPor otro lado, las emisiones asociadas al consumo de energía eléctrica está directamente asociado a la matriz energética nacional\n"
2025 Disclosure Cycle,779465,CDP,862505,Cheltenham Borough Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 1,Fixed-level target,Government operations - covers only emission sources owned and operated by jurisdictions government,CO2|CH4|N2O,"Other: Water, electricity T&D, staff commuting, rail travel, flights,",Yes,,,"Other: Decarbonising relies on large scale electrification of activity,",3.5,2019,6019,,,,2030,,,,0,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): But we are committed to setting a science-based target in the next 2 years",23742,This target is more ambitious than the Nationally Determined Contribution,"Target is conditional on the implementation of carbon capture and storage (CCS) technology|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on mitigation in emissions sources that are controlled by a higher level of government|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration",Underway - moderate progress made,"Cheltenham Borough Council has a net zero target by 2030 as an organisation. 1.\tExcluding Scope 3 Supply Chain Emissions: total emissions minus those relating to purchasing of good and services. In this case, when considering annual emissions, they total 2479.8 tCO2e and on a total scope analysis are 16% lower than the previous year and have reduced 51.8% compared to the baseline. \n2.\tIncluding Scope 3 Supply Chain Emissions: when procurement emissions are included in the total annual emissions are 23,742 tCO2e, contributing towards 90% of the total. With each reporting year the methodology for calculating procurement emissions is updated. This is an increase of 13,222.2 tCO2e from 2022/23 and 18,486.2 tCO2e compared to the baseline. \n"
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",1,Row 1,Target 10,Fixed-level target,,CO2|CH4|N2O,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,14355,,,,2028,,,,2383,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",10956.4843,This target is more ambitious than the Nationally Determined Contribution,Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies,,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",2,Row 2,Target 4,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,N2O|CO2|CH4,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,5845500,2018,6646300,,2025.0,,37.9,4127352.30,,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",5585100,This target is more ambitious than the Nationally Determined Contribution,"Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration",Underway - moderate progress made,We use intervention based targets.
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",3,Row 3,Target 2,Base year emissions (absolute) target,Other: Applies only to scope 1&2 emissions for the county council,CO2|CH4|N2O,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,14355,2018,17714.0,,2025.0,,67.6,5739.34,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): Other: Intervention based target",10956.4843,This target is more ambitious than the Nationally Determined Contribution,Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies,Underway - moderate progress made,We use intervention based targets.
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",4,Row 4,Target 3,Base year emissions (absolute) target,Same - covers entire jurisdiction and nothing else,CO2|CH4|N2O,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,Yes,,,,,2025,5845500,2018,6646299,,2050.0,,94,398777.94,,"No, our jurisdiction does not consider the target to be science-based (select future intention to set a SBT): Other: Intervention based target",5585100,,"Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)",Underway - moderate progress made,We use intervention based targets.
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",5,Row 5,Target 1,Base year emissions (absolute) target,Other: Applies to scope 1&2 emissions for the county council,N2O|CH4|CO2,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,Yes,,,,,2025,14355.0,2018,17714,,2030.0,,100.0,0.00,,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",10956.4843,This target is more ambitious than the Nationally Determined Contribution,Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies,Underway - moderate progress made,We use intervention based targets.
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",6,Row 6,Target 5,Fixed-level target,Same - covers entire jurisdiction and nothing else,CH4|N2O|CO2,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,14355,,,,2027,,,,3288,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",10956.4843,This target is more ambitious than the Nationally Determined Contribution,"Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies",Underway - moderate progress made,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",7,Row 7,Target 6,Fixed-level target,Same - covers entire jurisdiction and nothing else,CH4|CO2|N2O,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,5845500,,,,2030,,,,2460280,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",5585100,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration",Underway - moderate progress made,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",8,Row 8,Target 7,Fixed-level target,Same - covers entire jurisdiction and nothing else,CO2|N2O|CH4,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,5845500,,,,2035,,,,1573810,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",5585100,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government",Underway - moderate progress made,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",9,Row 9,Target 8,Fixed-level target,Same - covers entire jurisdiction and nothing else,CH4|CO2|N2O,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,5845500,,,,2040,,,,1026160,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",5585100,This target is as ambitious as the Nationally Determined Contribution,"Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government|Target is conditional on the development or scaling up of other innovative technologies|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration",Underway - moderate progress made,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q6.1.1,"Provide details of your emissions reduction target(s). Please report both long-term and mid-term targets, if applicable.",10,Row 10,Target 9,Fixed-level target,Same - covers entire jurisdiction and nothing else,N2O|CO2|CH4,All direct emissions (scope 1 or 'territorial') and indirect emissions from grid-supplied energy (scope 2) included in jurisdiction inventory,"No, but it is a mid-term target towards our net zero target","No, this target will not use carbon credits",,,,2025,5845501,,,,2045,,,,690020,"Yes, our jurisdiction considers the target to be science-based (select applicable methodology): Other: Intervention based target",5585100,This target is as ambitious as the Nationally Determined Contribution,"Target is conditional on mitigation in emissions sources that are controlled by private entity outside of direct control of jurisdiction administration|Target is conditional on additional state or regional/national legislation, regulation and/or policy|Target is conditional on the decarbonization of the electricity grid that is outside the direct control of jurisdiction administration|Target is conditional on the development or scaling up of other innovative technologies|Conditional on the provision of national funding for infrastructure (e.g., renewable energy generation, energy efficiency measures etc.)|Target is conditional on complete implementation of legislation, regulation and/or policy set by a higher level of government",Underway - moderate progress made,
