disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Assessment attachment^,col2_Assessment direct link^,col3_Confirm attachment/link provided to assessment,col4_Boundary of assessment relative to jurisdiction boundary^,col5_Year of publication or approval,col6_Factors considered in assessment,col7_Please explain
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,"Documento Zürich-2019 (1).pdf,Foto Reportaje Cañas - Plan A Cantones Resilientes ante el Cambio Climático.pdf,Información sobre energía eléctrica del cantón de Cañas.pdf,PLAN_REGULADOR (1) (1).pdf,Sistema de Monitoreo y Alerta Temprana Hidroambiental de Cañas.pdf",https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FPLAN%5FREGULADOR%20%281%29%20%281%29%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2006.0,Assessment considers vulnerable populations|Identified hazards have been incorporated into the jurisdiction's overall risk management framework,"El objetivo final del proyecto es incorporar el tema de Cambio Climático en las variables ambientales dentro del Plan Regulador del cantón, esas variables van desde los índices de Fragilidad Ambiental, como los Análisis de Alcance Ambiental, y el Reglamento de Desarrollo Ambiental. Esto ayudará a que dentro del plan se incluyan puntos importantes como las zonas vulnerables y riesgos dentro del cantón. "
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,3,Row 3,Documento Zürich-2019 (1).pdf,https://municanas-my.sharepoint.com/personal/kobando_municanas_go_cr/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FDocumentos%2FPlanes%20del%20cant%C3%B3n%20de%20Ca%C3%B1as%2FDocumento%20Z%C3%BCrich%2D2019%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FDocumentos%2FPlanes%20del%20cant%C3%B3n%20de%20Ca%C3%B1as&ga=1,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2019.0,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers vulnerable populations,"Durante los próximos tres años, el objetivo clave de la Alianza es utilizar experiencias prácticas a nivel de campo y capacidades de investigación para influir un cambio global en el enfoque de la resiliencia comunitaria ante las inundaciones. La visión primordial es que, a pesar del aumento de la frecuencia y la gravedad de las inundaciones y los impactos del cambio climático, las comunidades y las empresas puedan florecer. Esto significa reducir las pérdidas, tanto desde el punto de vista financiero como en términos de vidas; reducir las interrupciones, por ejemplo, en la educación de los niños, lo que tiene un efecto a largo plazo; mejorar las oportunidades de sustento, por ejemplo, cambiar los métodos de cultivo, o adoptar fuentes de ingresos alternativas durante la temporada de inundaciones. También incluirá esfuerzos para aumentar la protección: una mejor evacuación; mejores defensas contra inundaciones naturales, uso de soluciones de seguros más inteligentes."
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,4,Row 4,Plan Cantonal de Emergencias de Cañas Versión Final (2).pdf,https://municanas-my.sharepoint.com/:b:/g/personal/kobando_municanas_go_cr/Ee6t3Pe_0WVAihDMVixREqABTsIlDqKYPp0YoYMOGqeGSg?e=F04wV2,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2021.0,Assessment considers nature|A process has been established for prioritizing identified hazards|Assessment considers vulnerable populations|Assessment considers water security|Identified hazards have been incorporated into the jurisdiction's overall risk management framework,"El presente plan permite referenciar el funcionamiento administrativo, operativo, logístico y organizacional del Comité Municipal de Emergencias de Cañas en los aspectos relacionados al subsistema de preparativos y respuesta.Por el escenario multiamenaza que caracteriza al país, se abarcarán las que mayor incidencia han tenido en el cantón de Cañas en su historia, a saber, inundaciones y terremotos."
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,5,Row 5,Plan de Emergencia Cantonal de Caas 2024.pdf,https://municanas-my.sharepoint.com/:b:/g/personal/kobando_municanas_go_cr/EY9K5OqPnYxJgwbDKdjFXPEBF4mfXuzxK868V8WObg6LvA?e=KFSu1w,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2019.0,A process has been established for prioritizing identified hazards|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers water security|Assessment considers vulnerable populations,"El plan tiene como objetivo Determinar las acciones y responsabilidades de las instituciones y organizaciones de respuesta para la ejecución de programas y actividades en las tres fases de emergencia o desastre. Además analiza los escenarios de riesgo por vulnerabilidad, identificando no solo los poblados vulnerables sino además los tipos de amenazas y los factores de vulnerabilidad."
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,6,Row 6,Plan de Acción Climática Cañas - Municipalidad de Cañas Sept 2020.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FPlan%20de%20Acci%C3%B3n%20Clim%C3%A1tica%20Ca%C3%B1as%20%2D%20Municipalidad%20de%20Ca%C3%B1as%20Sept%202020%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2020.0,Assessment considers nature|Identified hazards have been incorporated into the jurisdiction's overall risk management framework,"Dentro del Plan de Acción Climática de Cañas, se establecieron los riesgos y vulnerabilidad climáticas, además de las zonas vulnerables de acuerdo al impacto delriesgo que se pueda presentar. "
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,7,Row 7,Plan de acción_CantonCañas_RChorotega.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FPlan%20de%20acci%C3%B3n%5FCantonCa%C3%B1as%5FRChorotega%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2022.0,"Assessment considers nature|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|A process has been established for prioritizing identified hazards|Assessment considers vulnerable populations|Assessment considers water security|Identified hazards have been incorporated into the jurisdiction's overall risk management framework","El presente documento recoge el productor final asociado a este apoyo técnico, y contiene los siguientes apartados:Resumen metodológico: describe el proceso para la construcción del plan, así como los enfoques orientadores consideradosPerfil local: recoge una síntesis sobre las principales características del cantón (contexto geográfico y caracterización socioeconómica), así como una recopilación de la planificación territorial y sectorial de aplicación cantonal y las acciones climáticas recogidas en los instrumentos de planificación.Perfil climático: resume el contexto climático del cantón, tanto histórico como futuro, así como de las amenazas asociadas. Así mismo también recoge la caracterización de las componentes del riesgo de los principales receptores sensibles de análisis, el cálculo del riesgo en sí mismo y la capacidad adaptativa actual del cantón.Necesidades y oportunidades de adaptación: incluye una síntesis sobre las políticas y reportes nacionales en materia de acción climática, así como un análisis de las necesidades y oportunidades en materia de adaptación al cambio climático específicas del cantón.Marco estratégico para la adaptación: define la visión del cantón en materia de adaptación, desarrollada en una serie de ejes estratégicos de acción y objetivos de adaptación, instrumentalizados mediante un conjunto priorizado de medidas de adaptación, así como su estructura de implementación.Esquema de Monitoreo y Evaluación: detalla el seguimiento y reporte del nivel de avance en la implementación de las medidas de adaptación.Opciones de financiamiento: recoge una revisión global, nacional y local de la arquitectura del financiamiento climático aplicable en Costa Rica en el marco de la adaptación, con el objetivo de contribuir a la efectiva implementación del Plan de AcciónConclusiones y recomendaciones: sintetiza los principales hallazgos del proceso de elaboración del documento y define una serie de recomendaciones para la correcta implementación del Plan de Acción."
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,8,Row 8,Plan Cantonal de Desarrollo Humano Local 2017-2026.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FPlan%20Cantonal%20de%20Desarrollo%20Humano%20Local%202017%2D2026%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2021,"Assessment considers nature|Assessment considers vulnerable populations|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment considers water security","El documento incluye la planificación del año 2022 al 2026, y se incluye temas ambientales que incorporan acciones de mitigación y adaptación"
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,9,Row 9,PLan Estratégico Municipal 2024-2029.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FPLan%20Estrat%C3%A9gico%20Municipal%202024%2D2029%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,"Assessment considers nature|Assessment considers vulnerable populations|Assessment considers water security|Assessment includes a high-emissions scenario (i.e., RCP 8.5)","El documento incluye la planificación del año 2024 al 2029, y se incluye temas ambientales que incorporan acciones de mitigación y adaptación"
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,10,Row 10,Informe de Gases de Efecto Invernadero 2023.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FInforme%20de%20Gases%20de%20Efecto%20Invernadero%202023%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,Assessment considers vulnerable populations|Assessment includes sectors and/or urban systems|A process has been established to update the assessment at least every five years,"Este documento es la actualización del Inventario de Gases de Efecto Invernado del cantón de Cañas, con año base 2023 y publicado en 2024."
2025 Disclosure Cycle,779465,CDP,848564,City of Zadar,City,Europe,Croatia,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,SECAP_Zadar.pdf,https://www.grad-zadar.hr/repos/doc/SECAP_Zadar.pdf\n,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2021,Assessment considers nature|Assessment considers water security|Assessment considers transition risks|Assessment considers vulnerable populations,Within project Compete4SECAP project partner DOOR (Society for Sustainable Development Design) from Zagreb Croatia developed SECAP and assessment.
2025 Disclosure Cycle,779465,CDP,848567,Mid-America Regional Council,City,North America,United States of America,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Appendix C _ CRVA.docx.pdf,https://marccs-my.sharepoint.com/:b:/g/personal/kclawson_marc_org/IQDcXnxhlULNRqkXkdjVOiwbAaFaFUYIWAdF4xkiprbJUN0?e=snLWBg,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2021,"Assessment considers vulnerable populations|Assessment considers nature|A process has been established to update the assessment at least every five years|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment includes sectors and/or urban systems|Assessment includes consultation with partners|A process has been established for prioritizing identified hazards|Assessment includes a high-emissions scenario (i.e., RCP 8.5)","MARC recently updated the CRVA for the 9-county Kansas City region. This CRVA updates the 2021 adopted CRVA. The process included engagement of the community, revising indicators used for the social vulnerability index and collecting more recent data. "
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://metrocouncil.org/Communities/Planning/Local-Planning-Assistance/CVA.aspx,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2018,Assessment includes sectors and/or urban systems|Assessment considers water security,"The CVA is a tool that can assist in Council and community planning efforts in preparing and adapting to climate change because the CVA can reveal what systems (infrastructure, population, operations, etc.) are most vulnerable to currently occurring and, to some extent, expected climatic changes, depending upon factors such as asset exposure, sensitivity, and adaptive capacity. \n\nThe identification of potential vulnerabilities allows the Council and communities an opportunity to prioritize infrastructure improvements and maintain existing infrastructure investments. For example, extreme precipitation may cause localized flooding that impacts a particular transit route and transit stops. The Council may work with partners to enact operational and design strategies to reduce a potential vulnerability of the transit asset. Or, identification of a potential vulnerability may help a community focus its urban tree canopy planting in areas identified as most vulnerable to the extreme heat and its subsequent impacts. \n\nWe have assessed the impact of hazards on chosen indicators based on a series of elements: exposure, potential impact, adaptive capacity, vulnerability, and strategies. \n\nThe process for developing this assessment included a focus group of 21 participants from the region, representing 13 cities and one county. \n\nThe final product includes the introduction included in the page linked, three additional chapters included in the navigation menu to the left, and tools and resources developed to support community planning through the Local Planning Handbook. The assessment analyzes regional systems (transportation and transit, regional parks and trails, wastewater, and water supply impacts on localized flooding as a climate hazard). The assessment also includes an extreme heat mapping tool, as well as a localized flood map screening tool. \n\nThe assessment includes an analysis of human vulnerability across the region in relation to localized flood risk and extreme heat potential. "
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Riesgos climáticos-Ushuaia.xlsx,no hay,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2021,A process has been established for prioritizing identified hazards|Assessment considers nature|Assessment considers water security|Assessment considers vulnerable populations|Assessment includes sectors and/or urban systems,"Utilizamos una metodología propia, siguiendo la normativa internacional. La etapa de diagnóstico de la estrategia, incluye un análisis de la situación presente, en el cual se evalúan los peligros relacionados con el clima que se manifiestan en la jurisdicción, los distintos impactos que generan dichos peligros sobre los sectores del municipio y sus vulnerabilidades asociadas. Por su parte, los distintos peligros identificados son jerarquizados dentro de una escala de riesgo extremo a riesgo bajo, según su frecuencia e intensidad de daño generado. A su vez, se incluye un análisis de la situación futura, a partir de simulaciones climáticas elaboradas por distintos institutos de todo el mundo y puestos a disposición por el Centro de Investigaciones del Mar y de la Atmósfera (UBA-CONICET) para la Tercera Comunicación Nacional de la Argentina a la Convención Marco de las Naciones Unidas sobre Cambio Climático. En el diagnóstico, también, se evalúan aquellos sectores de la población que son más vulnerables bajo la premisa de que en esas zonas, los eventos climáticos extremos impactan con mayor fuerza, con respecto a otras zonas residenciales de la ciudad, con lo cual son estos los sitios que precisan mayores niveles de asistencia y preparación frente a estos eventos."
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://drive.google.com/drive/folders/1aDzpx-cuspIKhrPsYdSakoqWv25qYpPS?usp=sharing,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,,,
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,,https://drive.google.com/drive/folders/1aDzpx-cuspIKhrPsYdSakoqWv25qYpPS?usp=sharing,The assessment has been attached,Same - covers entire jurisdiction and nothing else,,"Assessment considers transition risks|Assessment considers water security|A process has been established for prioritizing identified hazards|Assessment includes sectors and/or urban systems|Assessment includes consultation with partners|A process has been established to update the assessment at least every five years|Assessment considers vulnerable populations|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers nature|Assessment includes a high-emissions scenario (i.e., RCP 8.5)","Land use was the spatial unit of analysis for the city's climate and disaster risk assessment (CDRA), where the risks in coastal, production, forest, and urban ecosystem were assessed. The hazards identified include storm surges, rain-induced landslides, and floods. This aligns with the inclusion of hazard as a function of risk together with vulnerability and susceptibility. "
2025 Disclosure Cycle,779465,CDP,848998,Villa de Merlo,City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"Riesgos climáticos Villa de Merlo_Reporte.xlsx,Riesgos climáticos Villa de Merlo_Reporte.xlsx",NO HAY,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2023,Assessment considers water security|Assessment considers nature|Assessment considers vulnerable populations|A process has been established for prioritizing identified hazards|Assessment includes sectors and/or urban systems|A process has been established to update the assessment at least every five years,"Utilizamos una metodología propia, siguiendo la normativa internacional. La etapa de diagnóstico de la estrategia, incluye un análisis de la situación presente, en el cual se evalúan los peligros relacionados con el clima que se manifiestan en la jurisdicción, los distintos impactos que generan dichos peligros sobre los sectores del municipio y sus vulnerabilidades asociadas. Por su parte, los distintos peligros identificados son jerarquizados dentro de una escala de riesgo extremo a riesgo bajo, según su frecuencia e intensidad de daño generado. A su vez, se incluye un análisis de la situación futura, a partir de simulaciones climáticas elaboradas por distintos institutos de todo el mundo y puestos a disposición por el Centro de Investigaciones del Mar y de la Atmósfera (UBA-CONICET) para la Tercera Comunicación Nacional de la Argentina a la Convención Marco de las Naciones Unidas sobre Cambio Climático. En el diagnóstico, también, se evalúan aquellos sectores de la población que son más vulnerables bajo la premisa de que en esas zonas, los eventos climáticos extremos impactan con mayor fuerza, con respecto a otras zonas residenciales de la ciudad, con lo cual son estos los sitios que precisan mayores niveles de asistencia y preparación frente a estos eventos."
2025 Disclosure Cycle,779465,CDP,849039,Ceres (Argentina),City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Riesgos climáticos Ceres.xlsx,no hay,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2024,A process has been established to update the assessment at least every five years|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|A process has been established for prioritizing identified hazards|Assessment considers water security|Assessment considers nature,"Utilizamos una metodología propia, siguiendo la normativa internacional. La etapa de diagnóstico de la estrategia, incluye un análisis de la situación presente, en el cual se evalúan los peligros relacionados con el clima que se manifiestan en la jurisdicción, los distintos impactos que generan dichos peligros sobre los sectores del municipio y sus vulnerabilidades asociadas. Por su parte, los distintos peligros identificados son jerarquizados dentro de una escala de riesgo extremo a riesgo bajo, según su frecuencia e intensidad de daño generado. A su vez, se incluye un análisis de la situación futura, a partir de simulaciones climáticas elaboradas por distintos institutos de todo el mundo y puestos a disposición por el Centro de Investigaciones del Mar y de la Atmósfera (UBA-CONICET) para la Tercera Comunicación Nacional de la Argentina a la Convención Marco de las Naciones Unidas sobre Cambio Climático. En el diagnóstico, también, se evalúan aquellos sectores de la población que son más vulnerables bajo la premisa de que en esas zonas, los eventos climáticos extremos impactan con mayor fuerza, con respecto a otras zonas residenciales de la ciudad, con lo cual son estos los sitios que precisan mayores niveles de asistencia y preparación frente a estos eventos."
2025 Disclosure Cycle,779465,CDP,849051,Udaipur Municipal Corporation,City,India,India,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Final Net-zero Climate Resilient City Action Plan Udaipur 2024 compressed.pdf,Net-zero Climate Resilient City Action Plan (2070) Udaipur. Climate risk and vulnerability assessment is in Chapter 5 (117-175),The assessment has been attached,Same - covers entire jurisdiction and nothing else,2024,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|A process has been established to update the assessment at least every five years|Assessment includes sectors and/or urban systems|A process has been established for prioritizing identified hazards|Assessment considers nature|Assessment considers vulnerable populations|Assessment includes consultation with partners|Assessment considers water security,"Climate risk and vulnerability assessment of fragile urban systems in Udaipur was undertaken while preparing its Net-zero Climate Resilient City Action Plan (Net-zero CRCAP). Udaipur Municipal Corporation (UMC) has used ClimateResilientCities methodology, which is an action planning process tailor made for local governments, providing step by step guidance for the development of a Climate Resilient City Action Plan that addresses both climate change adaptation and climate change mitigation. This process builds on ICLEI's Cities for Climate Protection (CCP) campaign, ICLEI's flagship mitigation program, the GreenClimateCities (GCC) program and ICLEI's adaptation toolkit, the ICLEI Asian Climate Change Resilience Network (ACCCRN) Process or IAP toolkit."
2025 Disclosure Cycle,779465,CDP,850413,Prefeitura de Itá,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"PLANCON Itá.pdf,Plancon Itá V1.pdf,Plancon Itá V1.pdf",,The assessment has been attached,,,,
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Mudanças climáticas Piraquara.pdf,https://piraquara.pr.gov.br/public/index.php/noticia/mudan-as-clim-ticas,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2021,"A process has been established for prioritizing identified hazards|Assessment considers water security|Assessment includes sectors and/or urban systems|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers vulnerable populations|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment considers nature","Notícia no site da Prefeitura da importância de nós responsabilizarmos em relação às fortes variações que estão acontecendo no clima e o que fazer para gerar melhoraras no município, mudanças de háboito e proporcionar mais bem estar e qualidade de vida para toda a população com tecnologias e inovações. "
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,SisVuClima.xlsx,http://sisvuclima.mma.gov.br/\n,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2017,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers nature,O site do Sisvuclima traz dados do município de Piraquara dos seguintes Índices:\n- de Exposição;\n- de Sustentabilidade;\n- de Capacidade Adaptativa; e\n- de Cenários Climáticos. 
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,3,Row 3,plano contingencia defesa civil Piraquara 2025.pdf,,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,Assessment considers water security|Assessment includes sectors and/or urban systems|A process has been established for prioritizing identified hazards|Assessment considers vulnerable populations|Identified hazards have been incorporated into the jurisdiction's overall risk management framework,"O plano de Contingencia de Proteção e Defesa Civil - PLANCON para deslizamentos, no município dealagamentos, inundações, granizo, vendavais e tempestades Piraquara - PR estabelece os procedimentos a serem adotados pelos órgãos envolvidos direta ou indiretamente na resposta a emergências e desastres relacionados a estes eventos naturais."
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,4,Row 4,SEEG (1).csv,https://plataforma.seeg.eco.br/?territories%5B0%5D%5B__typename%5D=Area&territories%5B0%5D%5Bid%5D=681&territories%5B0%5D%5Bname%5D=Piraquara%20%28PR%29&territories%5B0%5D%5Bslug%5D=pr-piraquara&territories%5B0%5D%5Bcode%5D=4119509&territories%5B0%5D%5Bacronym%5D=&territories%5B0%5D%5BterritoryType%5D=city&territories%5B0%5D%5BoriginalTerritoryType%5D=5-city&yearRange%5B0%5D=1990&yearRange%5B1%5D=2023&emissionType%5B0%5D=1&gas=8&groupBy=Sector&rankBy=City&filtersTab=highlights&statisticsTab=historical&_gl=1%2Aintmdp%2A_ga%2ANDQyMDQ5OTk1LjE3NTgwMjYwODc.%2A_ga_XZWSWEJDWQ%2AczE3NTgwMjYwODYkbzEkZzAkdDE3NTgwMjYwODYkajYwJGwwJGgw,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2023,Assessment considers transition risks|Assessment considers water security|Assessment considers nature|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|A process has been established for prioritizing identified hazards|Identified hazards have been incorporated into the jurisdiction's overall risk management framework,"Os Dados proporcionados pela plataforma SEEG traz dados da agropecuária, energia, mudanças do uso da terra e floresta e resíduos sólidos na jurisdição. \n"
2025 Disclosure Cycle,779465,CDP,850566,Prefeitura de Piraquara,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,5,Row 5,Relatório Missão ODS-Piraquara.pdf,,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers water security|Assessment includes sectors and/or urban systems|Assessment considers transition risks|A process has been established to update the assessment at least every five years|Assessment considers vulnerable populations|Assessment considers nature|A process has been established for prioritizing identified hazards,"O estudo leva em consideração os Objetivos do Desenvolvimento Sustentável (ODS):\n- 1 - ERRADICAÇÃO DA POBREZA\n- 2 - FOME ZERO E AGRICULTURA SUSTENTÁVEL\n- 3 - SAÚDE E BEM-ESTAR\n- 4 - EDUCAÇÃO DE QUALIDADE\n- 5 - IGUALDADE DE GÊNERO\n- 6 - ÁGUA POTÁVEL E SANEAMENTO\n- 7 - ENERGIA LIMPA E ACESSÍVEL\n- 8 - TRABALHO DECENTE E CRESCIMENTO ECONÔMICO\n- 9 - INDÚSTRIA, INOVAÇÃO E INFRAESTRUTURA\n- 11 - CIDADES E COMUNIDADES SUSTENTÁVEIS\n- 13 - AÇÃO CONTRA A MUDANÇA GLOBAL DO CLIMA\n- 15 - VIDA TERRESTRE\n- 16 - PAZ, JUSTIÇA E INSTITUIÇÕES EFICAZES."
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,ESTIMACIÓN DE RIESGO CLIMATICO.pdf,Se adjunta la estimación del riesgo climático,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2020,"Assessment considers vulnerable populations|Assessment considers water security|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes sectors and/or urban systems|Assessment considers nature","El documento adjunto, apoya iniciativas locales de incorporar Criterios de Cambio Climático en su planificación y gestión territorial, identificación de las amenazas, priorización de medidas de mitigación y adaptación por aumento de temperatura y precipitación El documento busca fortalecer las capacidades del GADMA para la elaboración del los instrumentos de Planificación Territorial. "
