disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Main community-wide emissions inventory attachment (spreadsheet)^,col2_URL link (with unrestricted access)^,col3_Status of main community-wide inventory attachment and/or direct link,col4_Year covered by main inventory^,col5_Boundary of main inventory relative to jurisdiction boundary^,col6_Population in year covered by main inventory,col7_Primary protocol/framework used to compile main inventory,col8_GCoM: Primary protocol/framework used to compile main inventory^,col9_Tool used to compile main inventory,col10_Gases included in main inventory^,col11_Primary source of emission factors^^,col12_Source of global warming potential values,col13_Has the main inventory been audited/verified?,col14_Overall level of data quality,col15_Have any of the calculation methodologies and/or boundary used for this inventory changed when compared to the previously reported inventory?,col16_Additional/historical inventories and other relevant attachments,"col17_Further documentation, links and comments"
2025 Disclosure Cycle,779465,CDP,842167,Sakarya,City,UKWW,Türkiye,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"ySGEA_2023.xlsx,ySGEA_2023.xlsx",,Unable to provide an attachment and/or direct link to my emissions inventory,2023,Other: except waste and production of lime facility,1098115,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: YSGEA,N2O|CH4|CO2,National/sub-national emission factors: National Inventory 2020,Do not know,"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Sakarya_Büyükşehir_Belediyesi_SeraGazı_EnvanterRaporu.pdf,
2025 Disclosure Cycle,779465,CDP,843537,Shropshire Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"2005-23-uk-local-authority-ghg-emissions (1).xlsx,2005-23-uk-local-authority-ghg-emissions (1).xlsx",https://www.gov.uk/government/statistics/uk-local-authority-and-regional-greenhouse-gas-emissions-statistics-2005-to-2023,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,329300,Regional or country/area specific methodology,,"Other regionally/nationally developed tool/process: This publication combines data from the UK's Greenhouse Gas Inventory with data from a number of other sources, including local energy consumption statistics, to produce a nationally consistent set of greenhouse emissions estimates at local authority",CH4|N2O|CO2,National/sub-national emission factors: https://www.gov.uk/government/collections/government-conversion-factors-for-company-reporting,Do not know,"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,"2023-local-and-regional-greenhouse-gas-emissions-statistics-statistical-release (2).pdf,2023-local-and-regional-greenhouse-gas-emissions-statistics-statistical-summary (1).pdf,Climate Strategy 2024 Monitoring Report_DRAFT.pdf,Climate Strategy 2024 Monitoring Report_DRAFT.pdf,lulucf-local-authority-report-2023.pdf","This is the countywide emissions. Our corporate organisation emissions are accounted for separately, please see the latest 2024 monitoring report."
2025 Disclosure Cycle,779465,CDP,847922,Junta Municipal de Medio Ambiente Lagunas (JIMAL),City,Latin America,Mexico,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,1. PRCC - Inventario GEI_JIMAL.xlsx,https://drive.google.com/file/d/1UZaXxy5M6tXn9zqjqrxwlgfdC9p02A44/view?usp=sharing,The emissions inventory has been attached,2021/2022,Same - covers entire jurisdiction and nothing else,141514.0,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,Other: Herramienta propia desarrollada con base en las guías del IPCC,CO2|N2O|CH4,Default IPCC emission factors,IPCC Third Assessment Report (2001),,,,,"El presente documento compila los resultados más significativos correspondientes a la región Lagunas dentro del Estado de Jalisco. El inventario fue desarrollado con sustento metodológico de las Directrices del Panel Intergubernamental de Cambio Climático (IPCC, por sus siglas en inglés) del 2006 para inventarios de GEI nacionales considerando el perfeccionamiento de sus lineamientos del 201910. Adicionalmente, también se utilizó lo planteado por el Protocolo Global para Inventarios de Emisión de Gases de Efecto Invernadero a Escala Comunitaria (GPC, por\nsus siglas en inglés) respecto a los alcances y límites geográficos."
2025 Disclosure Cycle,779465,CDP,848122,Alajuela,City,Latin America,Costa Rica,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Informe IGEI Cantón Alajuela 2024.pdf,2024,The emissions inventory has been attached,2024,Same - covers entire jurisdiction and nothing else,314209.0,,Regional or country/area specific methodology,"Other regionally/nationally developed tool/process: Programa País Carbono Neutralidad 2.0 Categoría Cantonal, así como la norma INTE B5 2021",CO2|CH4|N2O,,"Other: Instituto Meteorológico Nacional de Costa Rica, 2020",,,,,
2025 Disclosure Cycle,779465,CDP,848125,Oreamuno,City,Latin America,Costa Rica,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,BIOMATEC_GIZ_DCC_Oreamuno_Cálculo de emisiones de GEI de 2018_2020.pdf,Inventario de GEI Cantón de Oreamuno ,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,45473,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Other: El Programa País de Carbono Neutralidad 2.0 (PPCN 2.0),CO2|N2O|CH4|HFCs,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,"Other: No se tiene un inventario anterior. Sin embargo, actualmente el gobierno local se encuentra en a elaborando una actualización prevista para el 2024.",Herramienta-PPCN-FINAL.xlsx,Se mantiene el inventario inicial y se proyecta un nuevo inventario dentro de 3 años.\nTodos los años se toma el inventario como base para la toma de decisiones.
2025 Disclosure Cycle,779465,CDP,848126,La Democracia,City,Latin America,Guatemala,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Inventario GEI LaDemocracia.pdf,https://drive.google.com/file/d/1xgCq2VgwOJZKq2WatVqesCZIfNoGSLB0/view?usp=drive_link,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,25917,,Other: Guía para elaboración o actualización de inventarios de emisiones de GEI en ciudades colombianas generada por WWF Colombia1,Do not know,CH4|N2O|CO2,Do not know,Do not know,"Yes, internally and externally audited/verified",Activity data - Medium data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,Inventario GEI LaDemocracia.pdf,"Se estimaron las emisiones del municipio de La Democracia, Escuintla, para el año base 2,022. Para realizar los cálculos se utilizó información generada y/o proporcionada por diferentes instituciones tales como el Ministerio de Ambiente y Recursos Naturales (MARN), Ministerio de Agricultura y Ganadería (MAGA), Ministerio de Energía y Minas (MEM), Instituto Nacional de Estadística (INE), la Superintendencia de Administración Tributaria (SAT), Municipalidad de La Democracia y la Mancomunidad Sureña para el Desarrollo Integral (MASUR), entre otras fuentes consultadas.\nLa identificación de los principales sectores y actividades de emisión de gases de efecto invernadero, permitirán a La Democracia tomar decisiones estratégicas para un desarrollo sostenible de bajas emisiones. Además, brindará insumos para cumplir con los compromisos nacionales de mitigación y mejorar su resiliencia ante la vulnerabilidad del cambio climático.\nPara la estimación de las emisiones se siguieron las recomendaciones del Panel Intergubernamental de Expertos sobre el Cambio Climático (IPCC). En ese sentido, se tomaron en cuenta los sectores de Energía estacionaria, Agricultura, Silvicultura y otros Usos del Suelo (AFOLU), Transporte y Desechos. El sector de Procesos Industriales y Uso de Productos no se tomó en cuenta en la estimación, debido a que su incidencia en el municipio es baja.\nAdemás, se utilizó la Guía para elaboración o actualización de inventarios de emisiones de GEI en ciudades colombianas generada por WWF Colombia1. En la mayoría de los casos, las estimaciones emisión tienen un alcance del tipo 1, tomando en cuenta las emisiones generadas dentro del municipio. Sin embargo, el consumo de energía de la red nacional es del tipo 2, refiriéndose a emisiones generadas fuera de los límites geográficos del municipio, pero que tienen una relación directa a las actividades dentro de dichos límites."
2025 Disclosure Cycle,779465,CDP,848135,San Pedro de la Paz,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"CIRIS San Pedro de la Paz - Sin Absorción.xlsx,CIRIS San Pedro de la Paz - Sin Absorción.xlsx",https://drive.google.com/file/d/1UXfQrzdz3MLtDVEC_VuxhpP0f8aLcXCP/view\n,The emissions inventory has been attached,2024,Same - covers entire jurisdiction and nothing else,153516,,Jurisdiction specific methodology,Do not know,CO2|HFCs|N2O|CH4,Default IPCC emission factors,Do not know,"No, not audited/verified",Activity data - Medium data quality,Other: Es primer inventario de GEI Comunal,,https://drive.google.com/file/d/1UXfQrzdz3MLtDVEC_VuxhpP0f8aLcXCP/view?usp=drive_link
2025 Disclosure Cycle,779465,CDP,848476,Municipalidad de Cañas,City,Latin America,Costa Rica,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Informe de Gases de Efecto Invernadero 2023.pdf,https://municanas-my.sharepoint.com/my?viewid=7c6633c2%2D63fb%2D4b88%2Dbdfb%2D0f32f4ab9bae&id=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta%2FInforme%20de%20Gases%20de%20Efecto%20Invernadero%202023%2Epdf&parent=%2Fpersonal%2Fkobando%5Fmunicanas%5Fgo%5Fcr%2FDocuments%2FEscritorio%2FCDP2025%2FNueva%20carpeta,The emissions inventory can be accessed (unrestricted) on the link provided,2023,Same - covers entire jurisdiction and nothing else,31738,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Other regionally/nationally developed tool/process: Programa País Carbono Neutro Cantonal (PPCNC 2.0),N2O|CO2|CH4,Default IPCC emission factors,Do not know,"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Informe de Gases de Efecto Invernadero 2023.pdf,"Actualmente se está actualizando el inventario de Gases de Efecto Invernadero del Cantón de Cañas para el año 2023, se espera tener el inventario a finales de noviembre del 2024."
2025 Disclosure Cycle,779465,CDP,848564,City of Zadar,City,Europe,Croatia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Cetverogodisnje_izvjesce_SECAP_Zadar-final.pdf,https://www.grad-zadar.hr/repos/doc/SECAP_Zadar.pdf,The emissions inventory has been attached,2024,Same - covers entire jurisdiction and nothing else,73000,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Do not know,CO2,Default IPCC emission factors,"Other: According to the Covenant of Mayors guidelines, used standard emission factors (first IPCC methodology calculation level). For the electricity used specific emission factor according to the European Commission's Joint Research Centre data.","Yes, internally and externally audited/verified",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,SECAP_Zadar.pdf,https://www.grad-zadar.hr/dokumenti-1051/
2025 Disclosure Cycle,779465,CDP,848567,Mid-America Regional Council,City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,SHARED MARC GPC Emissions Report.xlsx,,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,2137829,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other: ScenaCommunity spatial energy and emissions modeling tool,CH4|CO2|N2O|PFCs|SF6|HFCs|NF3,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"No, not audited/verified",Emissions factors - Medium data quality|Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data",2015 GGI.docx,
2025 Disclosure Cycle,779465,CDP,848568,"Metropolitan Council, Twin Cities",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,county_2022_inventory.csv,https://metropolitan-council.github.io/ghg-cprg/,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2021/2022,"Other: As it was completed as part of a federal grant (Climate Pollution Reduction Planning Grant), the main inventory (linked) covers 4 additional counties outside the Met Council region, per the EPA's Metropolitan Statistical Area definition.",3186349,,Jurisdiction specific methodology,Internal tool/process,HFCs|CO2|N2O|CH4|SF6,National/sub-national emission factors: US EPA emission factors,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - High data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,,
2025 Disclosure Cycle,779465,CDP,848950,Ushuaia,City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Resultados Ushuaia_Reporte.xlsx,No hay enlace,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,82615,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,CH4|CO2|N2O,Default IPCC emission factors,Other: Se obtiene del último informe del IPCC y de los informes bienales de Argentina,"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,Resultados Ushuaia_Reporte (2018).xlsx,"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.\n"
2025 Disclosure Cycle,779465,CDP,848981,City of Ormoc,City,South East Asia & Oceania,Philippines,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://drive.google.com/drive/folders/188R_bq3leU22n7zkYcUmJRFpgfhdNS8b?usp=sharing,The emissions inventory can be accessed (unrestricted) on the link provided,2017,Same - covers entire jurisdiction and nothing else,224860.0,,Regional or country/area specific methodology,Other regionally/nationally developed tool/process: Spreadsheet for Community-Level Greenhouse Gas (GHG) Inventory Quantification in the Philippines,CO2|CH4|N2O,,IPCC Second Assessment Report (1995),"No, not audited/verified",Activity data - Medium data quality|Emissions factors - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,"The greenhouse gas (GHG) inventory of Ormoc City was conducted to produce a baseline of the emissions at the community level (city level). The observation year is 2017. Its inventory was processed through the GHG Inventory Quantification Support Spreadsheet developed with Community-level GHG Inventory for Local Government Units in the Philippines User's Manual by the Climate Change Commission.The population of the city based on the national statistics authority in 2015 was 215,031 with a projection based on a 2.26% growth rate. "
2025 Disclosure Cycle,779465,CDP,848998,Villa de Merlo,City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,IGEI Villa de Merlo_Reporte.xlsx,no hay,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,25656,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,CO2|N2O|CH4,Default IPCC emission factors,Other: Se obtiene del último informe del IPCC y de los informes Bienales de la Argentina,"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,IGEI Villa de Merlo_2018_reporte.xlsx,"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.\n"
2025 Disclosure Cycle,779465,CDP,849039,Ceres (Argentina),City,Latin America,Argentina,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,IGEI Ceres_Reporte.xlsx,no hay,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,16600,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,N2O|CH4|CO2,Default IPCC emission factors,Other: Se obtiene del último informe del IPCC y de los informes Bienales de la Argentina,"No, not audited/verified",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,IGEI Ceres_Reporte_2018.xlsx,"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.\n"
2025 Disclosure Cycle,779465,CDP,849051,Udaipur Municipal Corporation,City,India,India,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Udaipur_Reporting Summary_CDP_GHG Inventory Summary and Emission Factors_2021-22 Final.xlsx,Udaipur_Reporting Summary_CDP_GHG Inventory Summary and Emission Factors_2021-22 Final,The emissions inventory has been attached,2021/2022,Same - covers entire jurisdiction and nothing else,554148,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),,CH4|CO2|N2O,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - High data quality,,,
2025 Disclosure Cycle,779465,CDP,850585,Municipality of Ambato,City,Latin America,Ecuador,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,P3_Formulario_de_Reporte_estimaciones_2022_ILGEI_Ambato_V09092024.xlsx,ADJUNTO,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,370664,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Consultancy-developed tool/process: Archivo excel desarrollado en la segunda estrategia nacional GCOM ECUADOR,CH4|CO2|N2O,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - High data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,Informe_ILGEI_Ambato_09092024.pdf,Es el primer inventario para el año 2022 del canton Ambato
2025 Disclosure Cycle,779465,CDP,852443,"Ferndale, MI",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/894576/FINAL_FINAL_GHG_Emissions_Inventory_Report.pdf ,The emissions inventory can be accessed (unrestricted) on the link provided,2018,Same - covers entire jurisdiction and nothing else,19200.0,,International Emissions Analysis Protocol (ICLEI),Other: ICLEI's ClearPath Tool,CO2|CH4|N2O,,Do not know,"No, not audited/verified",,,,
2025 Disclosure Cycle,779465,CDP,852445,"Gainesville, FL",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,2025-255B City of Gainesville GHG Inventory Report FY2023 Rev3 20250403.pdf,https://www.gainesvillefl.gov/Government-Pages/Government/Departments/Climate-Action,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,141085.0,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI USA),,ICLEI ClearPath,CH4|N2O|CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, internally and externally audited/verified",Emissions factors - High data quality|Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,gainesville_2019_inventoryreport.pdf,GHG inventory done for the City by Jacobs Engineering
2025 Disclosure Cycle,779465,CDP,852466,South Gloucestershire Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"2005-23-uk-local-authority-ghg-emissions-dl-10-09-25.xlsx,2005-23-uk-local-authority-ghg-emissions-dl-10-09-25.xlsx",https://www.gov.uk/government/statistics/uk-local-authority-and-regional-greenhouse-gas-emissions-statistics-2005-to-2023,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2023,Same - covers entire jurisdiction and nothing else,299439,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: Department for Energy Security and Net Zero data,CO2|N2O|CH4,National/sub-national emission factors: https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024,IPCC Fifth Assessment Report (2013),,,,,Greenhouse gas emissions conversion factors:https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2025
2025 Disclosure Cycle,779465,CDP,852473,Sandwell Metropolitan Borough Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,SCATTER_sandwell_CDP-report-inventory_2020 (1).xlsx,,The emissions inventory has been attached,2020,Same - covers entire jurisdiction and nothing else,341436,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,SCATTER,CH4|N2O|CO2,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),,,,,
2025 Disclosure Cycle,779465,CDP,852524,Westminster City Council,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://scattercities.com/data/crf-reporting,The emissions inventory can be accessed (unrestricted) on the link provided,2020,Same - covers entire jurisdiction and nothing else,253000.0,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),,SCATTER,CO2|N2O|CH4,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, internally and externally audited/verified",Activity data - High data quality,"Yes, due to a change to the inventory boundary but this has not triggered a recalculation of historic emissions data",,N/A
2025 Disclosure Cycle,779465,CDP,854050,"City of Nanaimo, BC",City,North America,Canada,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,rdn_ghg_calculator_20250714_1.xlsx,Attached spreadsheet with accompanying word document on methods ,The emissions inventory has been attached,2022/2023,Same - covers entire jurisdiction and nothing else,110591,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Internal tool/process,NF3|N2O|HFCs|CH4|SF6|PFCs|CO2,National/sub-national emission factors: NRCAN,IPCC Fifth Assessment Report (2013),"Yes, internally and externally audited/verified",Emissions factors - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy and this has triggered a recalculation of historic emissions data","rdn_ghg_2024_gpc_dft_rpt_20250626_1.docx,rdn_ghg_member_summary_rpt_20250626_1.docx",see attached spreadsheet.
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Emissions Inventory CCR 2025 (BEIS 2017-2023) v.1.xlsx,BEIS UK local authority and regional greenhouse gas emissions national statistics: 2005-2023,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,1560195,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: UK Government BEIS data has been used to compile the inventory consolidating the 10 Local Authority Territorial GHG emissions data sets.,N2O|CO2|CH4,National/sub-national emission factors: BEIS 2022 GHG reporting conversion factors,Other: IPCC AR5 global warming potential values,"Yes, externally audited/verified (third-party verification)",Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,SCATTER_cardiff_capital_region_CDP-report-inventory_2020.xlsx,"CCR measure progress utilising BEIS annual publication of UK local authority and regional greenhouse gas emissions national statistics: 2005-2023 which provides territorial emissions by Local Authority area and is consolidated for the region. We have prepared a bespoke emissions inventory based on BEIS emissions to measure progress. SCATTER report provides a full emissions inventory for the region as based on source data from BEIS and other national databases. The Cardiff Capital Region Energy Vision focuses on the energy system, so excludes a proportion of these reported emissions *around 30% is excluded from the strategy which focuses on decarbonising energy systems. The SCATTER report covering the CCR (10 Local Authority areas) published in September 2024 has also been uploaded reflecting 2020 data for the region and a breakdown of Scope 1, 2 and 3 emission categories. \nNB DESNZ have decided not to proceed with SCATTER for this year and launched a survey in June 2025 to seek more information about what they need to provide as an alternative to SCATTER. We understand we can submit 2020 data from SCATTER for this year whist DESNZ appraise next steps and will not be penalised.\n"
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,14204.xlsx,https://www.env.go.jp/policy/local_keikaku/data/karte/xlsx/14204.xlsx,The emissions inventory can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,176460,,Regional or country/area specific methodology,Other: 国の政令で定められた地球温暖化係数を使用（地球温暖化対策推進法施行令第4条）,NF3|SF6|HFCs|CH4|CO2|PFCs|N2O,National/sub-national emission factors: 算定・報告・公表制度における算定方法・排出係数を使用,IPCC Fourth Assessment Report (2007),"No, not audited/verified",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,14204.pdf,環境省：算定・報告・公表制度における算定方法・排出係数一覧\nhttps://ghg-santeikohyo.env.go.jp/calc\n環境省：自治体排出量カルテ\nhttps://www.env.go.jp/policy/local_keikaku/tools/karte.html
2025 Disclosure Cycle,779465,CDP,859097,Yamato City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.city.yamato.lg.jp/material/files/group/24/2022_kuikisisaku_PDF.pdf\n,The emissions inventory can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,242680,Regional or country/area specific methodology,,Government of Japan Ministry of Environment Manual (Japan),SF6|PFCs|NF3|HFCs|CO2|CH4|N2O,National/sub-national emission factors: 環境省「地球温暖化対策実行計画（区域施策編）策定・実施マニュアル（算定手法編）」による,IPCC Sixth Assessment Report (2021),,,,,"2022年の大和市の人口一人当たりのGHG排出量は4,260t-CO2です。これは日本(8,660)、神奈川県(6,550)、全世界（4,800）を大きく下回ると共に、デンマーク(4,940)、フランス(4,760)なども下回っています。"
2025 Disclosure Cycle,779465,CDP,859128,Makinohara City,City,Japan,Japan,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://www.env.go.jp/policy/local_keikaku/tools/karte.html\n,The emissions inventory can be accessed (unrestricted) on the link provided,2021,Same - covers entire jurisdiction and nothing else,44560,Regional or country/area specific methodology,,Government of Japan Ministry of Environment Manual (Japan),CO2,National/sub-national emission factors: 電気事業者別化移出係数（特定排出者の温室ガス排出量算定用）環境省・経済産業省公表,IPCC Fourth Assessment Report (2007),"No, not audited/verified",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,https://ghg-santeikohyo.env.go.jp/calc\n\n算定方法・排出係数一覧（環境省）
