disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Opportunity,col2_Describe how the region is maximizing this opportunity
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Development of recreation and tourism industry,Concessões das Unidades de Conservação para o uso sustentável do turismo.https://www.sedest.pr.gov.br/Pagina/Processo-de-Concessao-do-Parque-de-Vila-Velha
2025 Disclosure Cycle,779465,CDP,73185,Rio de Janeiro State,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Increasing resilience to climate change impacts and other disasters,Promoção da Bioeconomia da Restauração Florestal com fomento à Transição Agroecológica na produção rural
2025 Disclosure Cycle,779465,CDP,73186,Minas Gerais,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Continued access to forest products,"Através do Código Florestal Brasileiro, Lei Federal 12.651/2012, foram criados o Cadastro Ambiental Rural (CAR), que em Minas Gerais conta com quase 900 mil imóveis rurais inscritos, e o Programa de Regularização Ambiental (PRA) que é um instrumento de regularização ambiental de imóveis rurais no Brasil. O PRA compreende, de acordo com o Decreto Federal 7.830/2012, o conjunto de ações ou iniciativas, a serem desenvolvidas por proprietários e possuidores rurais, que vão no sentido o de adequar e promover a regularização ambiental. Lembrando que para a adesão ao PRA e consequentemente realizar a regularização do imóvel se faz necessária a inscrição do imóvel rural no CAR obrigatoriamente. Assim, os proprietários ou possuidores que dispuserem de passivo ambiental, em áreas rurais consolidadas ou não, relativo à supressão irregular de remanescentes da vegetação nativa, em APP, Reserva Legal e de uso restrito, que tiverem inscrição no CAR poderão solicitar adesão ao PRA do estado, para que seja continuada a regularização ambiental do seu imóvel. As áreas rurais consolidadas são áreas de imóvel rural com ocupação antrópica preexistentes a 22 de julho de 2008, com edificações, benfeitorias ou atividades agrossilvipastoris, admitida, neste último caso, a adoção do regime de pousio. Para que se dê efetivamente a regularização ambiental o proprietário ou possuidor precisa também aderir e cumprir as obrigações firmadas com o órgão ambiental no Termo de Compromisso, que será feita de forma particular e independente para cada imóvel. Fonte: https://ief.mg.gov.br/programa-de-regulariza%C3%A7%C3%A3o-ambiental-pra"
2025 Disclosure Cycle,779465,CDP,73198,South Australia,States & Regions,South East Asia & Oceania,Australia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Increasing resilience to climate change impacts and other disasters,"The Green Adelaide Landscape Board continues to work on a range of projects that contribute towards its vision of a cooler, greener, wilder and more climate resilient metropolitan South Australia, for example: A state government initiative led by Green Adelaide has been the development of the first Urban Greening Strategy for metropolitan Adelaide. The Strategy, released in March 2025, is focussed on increasing tree canopy, cooling the city and boosting biodiversity. It contains 6 priority areas for action and recognises that all sectors, along with public and private landowners, across metropolitan Adelaide have an important role to play in greening our city. An implementation plan to deliver the actions within the Strategy is currently being prepared with relevant government and non-government partners. The 2022-2024 Green Adelaide led project to recapture LiDAR data and thermal imagery to map tree canopy and urban heat across metropolitan Adelaide will again be undertaken in early 2026. This mapping is being used to track urban green cover and identify priority areas to increase it. Green Adelaide runs an annual Cooler, Greener, Wilder Grant program which funds projects for metropolitan councils that deliver urban greening and water-sensitive and biodiversity-sensitive urban design. Green Adelaide also runs an annual Grassroots Grants program to help individuals and community groups transform their local environments through activities such as weed removal and revegetation for biodiversity improvements and other community benefits."
2025 Disclosure Cycle,779465,CDP,73198,South Australia,States & Regions,South East Asia & Oceania,Australia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Healthy Parks Healthy People SA 2021-2026 - the South Australian Government is working to open up its parks and promote the positive health values of quality green spaces and green infrastructure. This initiative resulted from a Public Health Partner Authority Agreement between the Department for Health and Wellbeing, Wellbeing SA and the Department for Environment and Water. It recognises the fundamental connections between human health and environmental health and aims to ensure all South Australians experience the health and wellbeing benefits of nature."
2025 Disclosure Cycle,779465,CDP,73198,South Australia,States & Regions,South East Asia & Oceania,Australia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,"The government-owned forests in South Australia, as well as its parks and reserves, are central to the lives of its people and the experience of our visitors. Protecting natural places helps conserve ecosystems and wildlife now and into the future and provides improved landscape resilience in the face of a changing climate. These special places are not only spectacular destinations, but are the cornerstone of conserving our state's biodiversity, they bolster regional economies and help to make South Australia great. A recent report quantifies how South Australia's National Parks and Reserves contribute to the economy. The pre-COVID-19 benchmark year of 2018-19 identifies in excess of 374 million to the state economy, including in excess of 358 million in flow-on economic benefits and 1211 private sector jobs to regional communities. However, this is a conservative estimate, as many visitors stay in other regional accommodation not included in this study. In December 2021, the Parliament of South Australia passed the Aquaculture (Tourism Development) Amendment Bill 2021 to amend the Aquaculture Act 2001. This will streamline the assessment and approval process for proponents of marine-based tourism developments."
2025 Disclosure Cycle,779465,CDP,73198,South Australia,States & Regions,South East Asia & Oceania,Australia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Climate change mitigation,Contributing to carbon sequestration. There is also an opportunity to increase carbon sequestration in building materials. Policies to expand the plantation estate and manufacture building products that substitute for energy intensive building materials approved for low-medium level construction aim to both increase carbon sequestration and reduce carbon dioxide emissions.
2025 Disclosure Cycle,779465,CDP,73198,South Australia,States & Regions,South East Asia & Oceania,Australia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Continued access to forest products,"As there is no commercial harvesting of natural forests in South Australia, the forest product industry relies on plantation forests. Most of these are internationally accredited as environmentally sustainable through forest certification. This means South Australia has continued access to carbon friendly building and landscaping materials. The South Australian Government is committed to establishing and supporting a Forestry Centre of Excellence that is anticipated to be acknowledged as an international leader in forest industries for research, education, product and market development. A South Australian Wood Fibre and Timber Industry Master Plan has also been published by the SA Government which provides a vision to grow and develop South Australia's 1.57 billion forest and timber industry under 3 goals highlighting priority projects that will strengthen the state forest and timber industries, domestic manufacturing and infrastructure capability. $2 million has been allocated to fund projects that align with three priorities, including 'A Clean Green Circular Economy'."
2025 Disclosure Cycle,779465,CDP,831388,Colima,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Continued access to forest products,Se esta realizando un proyecto para ver las oportunidades que tienen algunas comunidades para el desarrollo de productos agroforestales y reducir los impactos a las zonas boscosas.
2025 Disclosure Cycle,779465,CDP,831388,Colima,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Development of recreation and tourism industry,"Las zonas altas con más vegetación en el estado son frecuentemente visitadas por turismo, lo que fomenta la economía local."
2025 Disclosure Cycle,779465,CDP,831388,Colima,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Ensuring clean water supply,Protegiendo las zonas con nacimiento de agua.
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"En estado de Querétaro estableció el EL SELLO ESTATAL DE BAJAS EMISIONES DE CARBONO, este instrumento tiene por objeto crear el Sello con la finalidad de establecer una guía metodológica para las organizaciones, a fin de reducir, y/o compensar las emisiones de CyGEI generadas en sus instalaciones, así como identificar aquellos proyectos de reducción y/o absorción de bióxido de carbono elegibles para ejecutar la compensación correspondiente.\n \nA continuación se proporciona el enlace en onde se podrá consultar los lineamientos del sello y de los proyectos de compensación, en donde las industrias puede mitigar el 20% de sus emisiones con este sello año con año : \nhttps://portal.queretaro.gob.mx/sedesu/contenido.aspx?q=pvp1bOtJyj2IMBAINBJ6SLU6f79IJ50q\n\nFinalmente el Sello Querétaro significan una trascedente innovación de acción climática que genera un financiamiento fresco para conseguir rescatar los bosques del Estado y sus suelos. Y más allá de nuestras fronteras replicará las acciones regenerativas en otras áreas rurales del país."
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Additional funding and investment opportunities (e.g. access to REDD+),"Se cuenta con un programa de pago por servicios ambientales, promueve acciones integrales para la conservación de los ecosistemas forestales, el fortalecimiento del capital social y el desarrollo económico sustentable, mediante la ejecución de actividades productivas amigables con el medio ambiente, como el ecoturismo, la apicultura, las ecotecnias y los viveros comunitarios, entre otras actividades, las cuales procuran en el mediano y largo plazo la generación de los servicios ambientales necesarios para el bienestar de la sociedad y favorecen la adaptación y mitigación de los efectos del cambio climático.\n\n"
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Increase opportunities for partnerships and establish joint forest management principles,"Con el Fondo para la protección ambiental y el desarrollo sustentable en Querétaro, también se entregaron apoyos a proyectos dirigios a la conservación de bosques de nuestro estado y evitar la deforestación de nuestro bosques.\n"
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Increasing resilience to climate change impacts and other disasters,"El estado cuenta en el Programa de Ordenamiento Ecológico Regional del Estado de Querétaro (POEREQ), que es un instrumento que establece los lineamientos para un desarrollo sustentable del territorio estatal, de forma integral, equitativa y eficiente, concentrado en las personas, manteniendo una estrecha relación entre los recursos naturales, áreas verdad y centros de población, se incluyen medidas de adaptación y acción ante el cambio climático.\n\nEste programa tiene cinco primicias: 1) proteger, conservar, restaurar y aprovechar de manera sustentable los recursos naturales fuera de los centros de población; 2) salvaguardar el patrimonio natural del estado a través de Áreas Naturales Protegidas; 3) recuperación de ecosistemas perturbados y degradados; 4) conservación de zonas productivas; 5) establecer los criterios de regulación ecológica. "
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Increased attention to other environmental concerns,Maior preocupação na área de projetos e criação de unidades de conservação.
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Sustain livelihoods dependent on forests,"No ano de 2021 foram elaborados planos de manejo florestal sustentável para o bioma Caatinga, em dois assentamentos de reforma agrária do município de Canindé de São Francisco - SE. Este projeto objetiva implementar o plano de manejo florestal sustentável que foram entregues ao assentamento Florestan Fernandes, visando a obtenção de produtos florestais sustentáveis e a geração de renda na comunidade. Com os objetivos específicos, têm-se: Manejar anualmente 1 UPA; Obter uma produtividade de aproximadamente 58% do estoque total, mediante corte se letivo; Ocasionalmente, outros produtos podem ser obtidos, tais como estacas e mourões, principalmente para atender a demanda da comunidade."
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Development of recreation and tourism industry,"Turismo de Natureza: o complexo serrano de Martins-Portalegre, municípios situados na porção oeste do estado do Rio Grande do Norte, dispõe de um contexto florestal e geomorfológico diferente da região circundante. Devido à altura, o microclima da região conta com temperaturas amenas e pluviometria anual mais abundante e distribuída ao longo dos meses, condição esta diversa aos municípios vizinhos. Esse aspecto repercute diretamente na presença de um enclave florestal com espécies da Mata Atlântica (encontrada sobretudo nas faixas litorâneas) numa área onde domina a vegetação do tipo Caatinga. O complexo serrano contém a Unidade de Conservação Estadual Monumento Natural Cavernas de Martins e conta com boa infraestrutura e possibilita acesso fácil às suas belezas cênicas e diferentes ambientes, que propiciam vivência e contato com a natureza por meio da realização de trilhas, visita às cavernas e passeios turísticos. O estado do RN possui uma infraestrutura preparada e experiente para o desenvolvimento de atividades turísticas dessa natureza, sendo o turismo uma das principais atividades econômicas do estado, em que o ecossistema do setor é responsável por 11,4% do PIB estadual. O complexo serrano de Martins-Portalegre pode ser acessado via BR-304 e está a 2h hora do Aeroporto Regional de Mossoró (137 km) e a 5 horas do Aeroporto Internacional de Natal (360 km), capital do RN.Para mais informações: - https://www.portalegre.rn.gov.br/pontosturisticos.php- https://www.rnatural.com.br/2018/11/conheca-nossa-princesa-serrana-martins.html- http://idema.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=294259&ACT=&PAGE=0&PARM=&LBL=MONA+Martins"
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,"Turismo de Natureza: A Floresta Nacional de Açu (Flona Açu) é uma unidade de uso sustentável com 225,02 hectares e com amplo potencial para atividades turísticas e educativas com foco central no componente vegetal. O local preserva espécies nativas da caatinga, bioma original do Brasil, mais precisamente da região Nordeste deste país. Por se tratar de uma UC periurbana, a Flona Açu possui boa infraestrutura e possibilita acesso fácil às suas belezas cênicas e diferentes ambientes, que propiciam vivência e contato com a natureza por meio da realização de trilhas. O RN possui uma infraestrutura preparada e experiente para o desenvolvimento de atividades turísticas dessa natureza, sendo o turismo uma das principais atividades econômicas do estado, em que o ecossistema do setor é responsável por 11,4% do PIB estadual. A Flona Açu pode ser acessada via BR-304 nas imediações do município de Assu e está a 1 hora do Aeroporto Regional de Mossoró (68,3 km) e a 3 horas do Aeroporto Internacional de Natal (213 km), capital do RN.Para mais informações: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/caatinga/lista-de-ucs/flona-de-acu "
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Additional funding and investment opportunities (e.g. access to REDD+),"Mercado de Carbono: O RN possui atualmente 253 mil hectares em Unidades de Conservação (UC) Estaduais. Estas unidades protegem 2,14% da área continental e 14,53% da área marinha do estado.As Unidades de Conservação Estaduais são: Área de Proteção Ambiental Bonfim-Guaraíra; Área de Proteção Ambiental Dunas do Rosado; Área de Proteção Ambiental Jenipabu; Área de Proteção Ambiental Piquiri-Una; Área de Proteção Ambiental dos Recifes de Corais; Parque Ecológico do Cabugy; Parque Estadual Dunas do Natal “Jornalista Luiz Maria Alves”; Parque Estadual Florêncio Luciano; Parque Estadual Mata da Pipa; Reserva de Desenvolvimento Sustentável Estadual Ponta do Tubarão e Monumento Natural Caverna de Martins. As UCs são áreas de manejo florestal estruturadas no estado, uma vez que são geridas pelo Núcleo de Unidades de Conservação (NUC) do Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte. O NUC conta com equipe técnica para planejar, definir, propor a criação, implantar e gerir as Unidades Estaduais de Conservação e dispõe de sete ecopostos que possibilitam o gerenciamento in loco dessas áreas."
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Development of recreation and tourism industry,"Turismo de Natureza: O Cajueiro de Pirangi, localizado em Parnamirim, cobre uma área de aproximadamente 9.000m², com perímetro de aproximadamente 500 metros. Em virtude da sua extensão, a árvore gigante entrou para o Guinness Book “O Livro dos Recordes”, em 1994, como o Maior Cajueiro do Mundo. O Cajueiro de Pirangi é uma unidade de conservação e faz parte da vida da comunidade e do roteiro turístico dos visitantes do RN, tanto é que por ano o Cajueiro recebe mais de 300 mil visitantes. O RN possui uma infraestrutura preparada e experiente para o desenvolvimento de atividades turísticas dessa natureza, sendo o turismo uma das principais atividades econômicas do estado, em que o ecossistema do setor é responsável por 11,4% do PIB estadual. O Cajueiro de Pirangi é aberto todos os dias da semana, das 7h30 às 17h, e a entrada custa R$8,00. O Cajueiro se localiza em área periurbana de Parnamirim, podendo ser acessado facilmente por vias locais. O aeroporto mais próximo é o de Natal, capital do RN, que está a 1 hora do local (56,7 km).Para mais informações: http://www.idema.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=240662&ACT=&PAGE=0&PARM=&LBL=Cajueiro+de+Pirangi "
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Additional funding and investment opportunities (e.g. access to REDD+),"Mercado de carbono: O estado do Rio Grande do Norte dispõe de 50,57% de sua área com cobertura vegetal. Como o Brasil não possui mercado regulado de crédito de carbono, dessa forma, a cobertura vegetal do estado está passível de ser certificada e utilizada pelo Mercado Internacional de Carbono. O estado tem interesse em incentivar a descarbonização e o mercado de carbono e já conta com Política Estadual de Combate e Prevenção à Desertificação e Política Estadual de Convivência com o Semiárido. Para o futuro próximo, o RN está preparando a Política Estadual de Baixo Carbono e Política Estadual de Mudança do Clima."
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,7,Row 7,Development of recreation and tourism industry,"Turismo de Natureza (Geoparque Seridó): Geoparques são áreas geográficas únicas e unificadas, onde os locais e paisagens de significado geológico internacional são gerenciados com um conceito holístico de proteção, educação e desenvolvimento sustentável. No Brasil, existem apenas 5 Geoparques reconhecidos mundialmente pela UNESCO, e um deles se situa no Rio Grande do Norte, o Geoparque Seridó, chancelado em 2022. Apesar do seu foco central ser a geodiversidade (aspectos abióticos), a biodiversidade (aspectos bióticos) também são abordados, afinal a Natureza é indissociável. Em síntese, o Geoparque Seridó é composto por 21 Geossítios em 6 cidades do RN que além de conservarem objetos de valor geológico-geomorfológico, também preservam a fauna e flora. Salienta-se que o local possui um turismo sustentável bem desenvolvido e articulado com os municípios envolvidos e o Governo do RN vem empenhando esforços/incentivos à promoção dessa atividade através da Secretaria de Turismo (SETUR). Assim, afirmamos que o RN possui uma infraestrutura preparada e experiente para o desenvolvimento de atividades turísticas dessa natureza, sendo o turismo uma das principais atividades econômicas do estado, em que o ecossistema do setor é responsável por 11,4% do PIB estadual. O Geoparque pode ser acessado via BR-226 e está a 2h30min do Aeroporto Internacional de Natal (174 km), capital do RN.Para mais informações: https://geoparqueserido.com.br/ "
2025 Disclosure Cycle,779465,CDP,833241,Rio Grande do Norte,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,8,Row 8,Development of recreation and tourism industry,"Turismo de Natureza (Ponta do Tubarão): A Reserva de Desenvolvimento Sustentável Estadual (RDS) Ponta do Tubarão foi criada através da Lei Estadual n° 8.349 de 18 de julho de 2003, nos municípios de Macau e Guamaré (ver mapa), litoral setentrional do RN. Com quase 13 mil hectares de extensão, a RDS Ponta do Tubarão tem como objetivos resguardar o modo de vida tradicional, assegurar atividades baseadas em sistema sustentável de exploração de recursos naturais, estas desenvolvidas tradicionalmente ao longo de gerações e adaptadas às condições ecológicas locais e que desempenham papel fundamental na proteção da natureza e na manutenção da diversidade biológica. Em termos de infraestrutura, esta Unidade de Conservação dispõe de uma sede, o Ecoposto, cujo mesmo é de uso público e aberto à visitação. O ecoposto recepciona os turistas e visitantes de escolas e instituições de ensino superior. Além disso, no Ecoposto são realizadas as reuniões do Conselho Gestor e oficinas de educação ambiental. A RDS Ponta do Tubarão, portanto, é uma oportunidade de turismo ecológico e científico. O RN possui uma infraestrutura preparada e experiente para o desenvolvimento de atividades turísticas dessa natureza, sendo o turismo uma das principais atividades econômicas em que o ecossistema do setor é responsável por 11,4% do PIB estadual. Em termos de localização a RDS Ponta do Tubarão pode ser acessada via BR-406 e RN-403. Está a uma distância de 02h27min do Aeroporto Regional de Mossoró (138 km) e a 02h38min do Aeroporto Internacional de Natal (183 km), capital do RN. Para mais informações: http://www.idema.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=948&ACT "
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Continued access to forest products,Mantenimiento de servicio ambientales
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Ensuring clean water supply,Conservación de áreas de infiltración y servicios ambientales hídricos
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Climate change mitigation,Conservación de sumideros de carbono
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Increasing resilience to climate change impacts and other disasters,Se pretende que la adaptación al Cambio Climático se haga en enfoque basado en ecosistemas.
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Sustain livelihoods dependent on forests,"Alternativas económica para pobladores como sistemas agroforestales, para reducir su vulnerabilidad al cambio climático y además mantener las áreas naturales de manera óptima. Así mismo, se mantienen los servicios ecosistémicos sobre conservación genética, polinizadores y otros servicios. Conservación de la biodiversidad. "
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Development of recreation and tourism industry,Cooperación estrecha entre actividades de conservación y de turismo de bajo impacto
2025 Disclosure Cycle,779465,CDP,833242,Guanajuato,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,7,Row 7,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Reducción de la erosión de suelo, recuperación de suelo, combate a la desertificación, mejoramiento de servicios ambientales hídricos"
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Development of recreation and tourism industry,A través de la Estrategia de Acción Climática en Turismo del Estado
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Sustain livelihoods dependent on forests,"Sombrear la ciudad, para reducir la carga de climas o aire acondicionado. "
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,"Turismo sustentable definitivamente, es un buen ingreso para la poblacion de las zonas reforestadas."
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Climate change mitigation,Publicación del Programa Estatal de Cambio Climático 
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Ensuring clean water supply,"Construcción de acueducto el cuchillo 2, construcción de la presa libertad "
2025 Disclosure Cycle,779465,CDP,833243,Nuevo León,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Ensuring clean water supply,"Restaruracion del ecosistema, los acufieros que surten agua a la ciudad estan la cuencas altas y areas naturales protegidas"
2025 Disclosure Cycle,779465,CDP,833263,North Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Mitigation of climate change will be beneficial in several sectors. One of the benefits in the Agricultural, Forestry and other Landuse (AFOLU) sector is reducing the area of degraded critical lands, increasing the fertility of agricultural land."
2025 Disclosure Cycle,779465,CDP,833265,Papua,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Reducing Concession Area: The forest moratorium policy has successfully reduced the extent of concession areas in Papua Province. For instance, the extent of IUPHHK-HA (Utilization of Timber Forest Products in Natural Forests) decreased by half during the enactment of the policy, from 5,847,072 ha in 2011-2012 to 2,964,551 ha in 2016-2017\n\nhttps://journal.ummat.ac.id/index.php/JPE/article/view/3425"
2025 Disclosure Cycle,779465,CDP,835965,West Papua Province,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Sustainable forest management will optimize the use of forest areas so as to maintain the benefits of forest areas for environmental services, NTFPs and timber."
2025 Disclosure Cycle,779465,CDP,848149,Mato Grosso do Sul,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,Sumidouro de Carbono - Oportunidade de remoção
2025 Disclosure Cycle,779465,CDP,848300,Aceh,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Sustain livelihoods dependent on forests,In order to solve tenurial conflicts such as forest encroachment for coffee plantations. The Government of Aceh tried to change the coffee plantation activity to coffee agroforestry and how to manage this agroforestry to be more sustainable. This activity only targeted coffee plantations that has been encroached on before this regulation was gazetted. By sustainably managing the coffee agroforestry it is hoped that the farmers could stop the encroachment and could access a wider market by gaining eco-labeling.
