disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Impacts,col2_Forests-related issue causing the impact,col3_Driver causing the impact,col4_Anticipated timescale,col5_Impact seriousness,col6_Impact description,col7_Primary action taken,col8_Status of action,col9_Action description
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased greenhouse gas emissions,Other: Forest Fire|Forest degradation|Deforestation|Conversion of natural habitats,Charcoal and fuelwood production|Large-scale agriculture|Fires|Small-scale agriculture,Long-term,Serious,"The occurrence of changes to climate elements including rainfall, air temperature, wind speed which leads to disruption of the cultivation calendar, damage to infrastructure, food production.",Implementing jurisdictional or integrated landscape approaches,Implementation,"Reducing deforestation and forest degradation is carried out by improving forest and land governance, increasing forest and land development capacity, reducing deforestation and forest degradation in permit areas, providing alternative livelihoods for sustainable communities."
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Loss of carbon sinks,Deforestation|Forest degradation,Unsustainable logging|Forest plantations|Fires|Mining|Large-scale agriculture,Medium-term,Serious,Increased GHG emissions which will cause global warming and climate change which will affect various aspects of human life,Increase awareness/engage all partners on sustainable forest management,Implementation,- Improve the governance and monitoring system of forest management- Build a forest fire prevention and control system- Doing forest reforestation
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Biodiversity loss,Conversion of natural habitats|Deforestation|Forest degradation,Large-scale agriculture|Forest plantations|Mining|Unsustainable logging|Fires,Medium-term,Less serious,- Decreased stability of natural forest ecosystems.- The extinction of certain types of plants and animals with the benefits they have.- Affects the food chain system,Enforcing forest policies and regulations,Implementation,- Socialization of critical and endangered plant and animal species- Issue policies and regulations for the protection of endangered plants and animals.- Supervise trade in endangered plants and animals- Protect the habitat of endangered plants and animals
2025 Disclosure Cycle,779465,CDP,73064,West Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased greenhouse gas emissions,Deforestation|Forest degradation,Mining|Forest plantations|Large-scale agriculture|Unsustainable logging|Small-scale agriculture,Medium-term,Serious,The increased GHG emissions impact directly to weather anomaly which caused by the deforestation and forest degradation in both mineral and peat land.,Enforcing forest policies and regulations,Implementation,The GoWK has developed the provincial regulation on Sustainable Land-based Business Management and Forestry Management to enforce the sustainable forest management in West Kalimantan Province.
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Other: bark beetle and storms,Other: Climate Change,Unknown,Serious,"The main impact of forest degradation in Hessen is the loss of carbon sinks due to drought, storms, and bark beetle outbreaks. The primary action taken is a large-scale forest conversion program aimed at creating climate-resilient mixed forests to restore long-term carbon storage capacity. https://landesregierung.hessen.de/sites/hessen.hessen.de/files/2024-11/waldzustandsbericht_2024.pdf",Other: Financial support for forest owners (reforestation),Operation,"Forest conversion ('Waldumbau') is a central measure of the Hessian Climate Plan. Under the action field 'Developing climate-resilient forests', Hessen promotes the transformation of vulnerable monocultures into stable mixed forests in order to secure long-term carbon storage, enhance biodiversity, and adapt to climate change impacts - LN-07 Development of climate-resilient forests”(https://www.klimaplan-hessen.de/handlungsfeld/landnutzung"
2025 Disclosure Cycle,779465,CDP,73119,Pastaza,States & Regions,Latin America,Ecuador,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Deforestation,Unsustainable logging,Current,Serious,"Aumento a nivel mundial de los niveles de Gases de Efecto Invernadero, por la no absorción del CO2 por parte de los bosque en el territorio a causa de la deforestación",Adoption of reforestation strategies,Operation,"El GADPPz anualmente produce 70000 plantas forestales con el objetivo de recuperar las áreas degradadas y incrementar la cobertura vegetal, además, de mantener áreas con cobertura vegetal protegidas con el enfoque de mitigar el Cambio Climático"
2025 Disclosure Cycle,779465,CDP,73149,Quebec,States & Regions,North America,Canada,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased wildfires,Conversion of natural habitats|Forest degradation,,Long-term,Serious,"Impacts of wildfires on the forest in Québec:\n-Climate change is leading to hotter, drier, and longer summers, creating conditions conducive to forest fires. The result: an increase in the number, duration, and severity of fires, as observed during the 2023 and 2024 seasons.\n-Massive destruction of trees, particularly in boreal forests, which account for more than 70% of Quebec's forest cover.\n-Loss of young forest stands and degradation of wildlife habitats.\n-Decreased carbon sequestration capacity, weakening the role of forests as carbon sinks.\nSlowdown in natural regeneration in certain areas affected repeatedly.\n-Threats to forestry industries, Indigenous communities, and populations living in northern regions.\n-Fragmentation of ecosystems and loss of biodiversity (insects, birds, mammals).",Other: A risk assessment will be carried out.,Pre-implementation,Steps are being taken to assess and reduce the risks associated with wildfires.
2025 Disclosure Cycle,779465,CDP,73172,Acre,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased wildfires,Deforestation|Forest degradation,Unsustainable logging,Current,Extremely serious,"Aumento no número de queimadas, piora na qualidade do ar devido as fumaças, degradação florestal em áreas de conservação ambiental, entre outros.\nhttps://g1.globo.com/ac/acre/noticia/2024/09/23/queimadas-no-ac-ate-setembro-superam-em-50percent-o-mesmo-periodo-em-2023-rio-branco-segue-com-a-pior-qualidade-do-ar.ghtml",Enforcing forest policies and regulations,Operation,Tem como objetivo a redução das queimadas e do desmatamento em prol da preservação ambiental.
2025 Disclosure Cycle,779465,CDP,73177,Mato Grosso,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Deforestation|Forest degradation,Unsustainable logging|Large-scale agriculture|Fires|Small-scale agriculture|Mining,Current,Serious,A densidade média de carbono por hectare no bioma Amazônia varia de 100 t/C/ha a 150 t/C/ha. Para o bioma Cerrado é de 41 toneladas de carbono por hectare. ,Enforcing forest policies and regulations,Implementation,"Implementação da Política Florestal do Estado, do Programa de Regularização Ambiental, do Plano de Prevenção e Controle do Desmatamento e Incêndios Florestais (PPCDIF), das Política de REDD e de Mudanças Climáticas, bem como da Estratégia PCI."
2025 Disclosure Cycle,779465,CDP,73177,Mato Grosso,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Loss of carbon sinks,Deforestation|Forest degradation,Small-scale agriculture|Fires|Mining|Large-scale agriculture|Unsustainable logging,Current,Serious,"As fitofisionomias florestais no estado de Mato Grosso apresentam densidade de carbono que varia de 100 t/C/ha a 150 t/C/ha. Desta maneira, estima-se perdas consideráveis de carbono florestal, que vão variar em função do uso futuro do solo. Porém, fica claro que os usos futuros do solo não compensarão as perdas de carbono da biomassa florestal.",Adoption of reforestation strategies,Pre-implementation,"A Estratégia PCI tem como metas: Recompor 1 Mha (100%) das APP degradadas; Regularizar 5,8Mha (100%) de Reserva Legal, sendo 1,9 Mha por recomposição; eAmpliar a área de florestas plantadas em áreas já abertas de 317 mil para 800 mil ha."
2025 Disclosure Cycle,779465,CDP,73180,Pernambuco,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Disruptions in the water cycle,Deforestation|Conversion of natural habitats|Forest degradation,Unsustainable logging|Large-scale agriculture|Infrastructure,Current,Extremely serious,"Grande parte do território pernambucano (mais de 90%) está inserido no semiárido, com altas temperaturas e escassez hídrica, incluindo áreas sujeitas à desertificação. A degradação florestal intensifica este cenário.",Adoption of afforestation strategies,Implementation,"Existem alguns projetos de reflorestamento em andamento no estados financiados por recursos do Fundo Estadual do Meio Ambiente - FEMA, da Compesa e do orçamento do governo, além das compensações florestais decorrentes de autorização de supressão."
2025 Disclosure Cycle,779465,CDP,73180,Pernambuco,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Biodiversity loss,Conversion of natural habitats|Deforestation|Forest degradation,Unsustainable logging|Large-scale agriculture,Current,Serious,A diminuição de áreas naturais para dar espaço as cidades e aos meios de produção tem reduzido o habitat das espécies nativas e colocado muitas delas em perigo de extinção.,Enforcing forest policies and regulations,Operation,"O Sistema Estadual de Unidades de Conservação da Natureza de Pernambuco- SEUC. (Lei nº 13.787/2009) estabelece critérios e normas para a criação, implantação e gestão das Unidades de Conservação. Atualmente são 90 Unidades de Conservação estaduais (UCs), sendo 43 de proteção integral e 47 de uso sustentável. "
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased greenhouse gas emissions,Deforestation|Conversion of natural habitats|Forest degradation,Fires|Large-scale agriculture,Current,Serious,,Setting up incentives (e.g. payments for ecosystem services),Pre-implementation,
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Loss of carbon sinks,Deforestation|Forest degradation,Fires|Large-scale agriculture,Current,Serious,,Setting up incentives (e.g. payments for ecosystem services),Pre-implementation,
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Loss of forest products and services,Conversion of natural habitats|Forest degradation|Deforestation,Large-scale agriculture|Fires,Current,Serious,,Setting up incentives (e.g. payments for ecosystem services),Pre-implementation,
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Biodiversity loss,Conversion of natural habitats|Deforestation|Forest degradation,Fires|Large-scale agriculture,Short-term,Serious,,Setting up incentives (e.g. payments for ecosystem services),Pre-implementation,
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,5,Row 5,Change in forest structure and composition,Deforestation|Forest degradation|Conversion of natural habitats,Fires|Large-scale agriculture,Current,Serious,,Setting up incentives (e.g. payments for ecosystem services),Operation,
2025 Disclosure Cycle,779465,CDP,73183,Tocantins,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,6,Row 6,Increased wildfires,Conversion of natural habitats|Forest degradation,Large-scale agriculture|Fires,Current,Serious,,Enforcing forest policies and regulations,Operation,
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of carbon sinks,Forest degradation|Deforestation,Charcoal and fuelwood production|Mining,Short-term,Serious,Conversão dos ecossistemas naturais em sistemas de produção não conservacionistas.,Introduction of biodiversity offsets or compensatory conservation,Operation,implementação da lei do SNUC por meio do Decreto Estadual 1529/2007.
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Introduction of invasive species,Deforestation|Forest degradation|Conversion of natural habitats,Forest plantations|Fires|Charcoal and fuelwood production,Long-term,Less serious,"O Estado possui espécies exóticas invasoras em áreas de conservação, como Unidades de Conservação e Áreas de Preservação Permanente. Mas também tem um Programa Estadual sobre Espécies Exóticas Invasoras, para apoio à gestão desta situação no Estado.",Enforcing forest policies and regulations,Operation,"O Estado tem fomentado e realizado a remoção das espécies invasoras.\nLinks: Estado regulamenta cultivo de pinus e outras plantas exóticas invasoras no Paraná https://www.aen.pr.gov.br/Noticia/Estado-regulamenta-cultivo-de-pinus-e-outras-plantas-exoticas-invasoras-no-Parana\nPortaria: https://celepar7.pr.gov.br/sia/atosnormativos/form_cons_ato1.asp?Codigo=5825\n\nCom apoio de funcionários, IAT erradica 37 plantas exóticas em viveiros do Paraná https://www.aen.pr.gov.br/Noticia/Com-apoio-de-funcionarios-IAT-erradica-37-plantas-exoticas-em-viveiros-do-Parana"
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Increased greenhouse gas emissions,Forest degradation|Deforestation,Mining|Charcoal and fuelwood production,Short-term,Serious,"Perda da vegetação nativa, conversão do uso da terra para o agricultura e pecuária extensiva, e expansão urbana.",Forest landscape restoration,Operation,"O Programa Paraná Mais Verde, desenvolvido pela Secretaria do Desenvolvimento Sustentável (Sedest), em parceria com o Instituto Água e Terra (IAT), tem como objetivo despertar a consciência ambiental e aliar o desenvolvimento ambiental, econômico e social, por meio da produção e plantio de árvores nativas.\n\nAs mudas são plantadas em áreas que precisam ser recuperadas ou melhor arborizadas, bem como incentivar a população a plantar árvores, seja em área urbana ou rural, para colaborar no equilíbrio do clima.\n(Link: https://www.sedest.pr.gov.br/Pagina/Parana-Mais-Verde)"
2025 Disclosure Cycle,779465,CDP,73184,Parana,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Increased wildfires,Conversion of natural habitats|Forest degradation|Deforestation,Unsustainable logging|Fires,Medium-term,Serious,Remoção do carbono armazenado e impacto na flora e fauna local. ,Promoting and sharing information on best practices,Operation,"Diversas entidades do Governo do Estado e da sociedade civil participaram da Campanha de Prevenção e Combate a Incêndios Florestais, que visa orientar a população sobre os riscos e consequências que o incêndio florestal pode trazer para o meio ambiente e a comunidade.Entre as ações de conscientização previstas estão a distribuição de materiais educativos e orientações sobre como os incêndios começam, o que fazer ao avistar um foco de incêndio e como denunciar. O slogan é “Não temos tempo a perder. Precisamos evitar os incêndios florestais agora”. (Link: https://www.idrparana.pr.gov.br/Noticia/IDR-Parana-e-entidades-parceiras-lancam-campanha-de-prevencao-incendios )"
2025 Disclosure Cycle,779465,CDP,73185,Rio de Janeiro State,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Decline in water quality,Deforestation|Forest degradation,,Unknown,Less serious,"A remoção da cobertura vegetal reduz a capacidade do solo de filtrar e reter água, aumentando o escoamento superficial e a entrada de sedimentos, poluentes e nutrientes em rios e mananciais. Isso provoca o assoreamento dos corpos d'água e a contaminação da água, piorando sua qualidade. Além disso, a perda da vegetação compromete a manutenção dos ciclos hidrológicos, reduzindo a disponibilidade de água limpa e afetando tanto os ecossistemas quanto as populações que dependem desse recurso.",Adoption of reforestation strategies,Implementation,Programa Florestas do Amanhã (FDA) possui a finalidade de incentivar e promover ações e iniciativas de restauração de ecossistemas e das paisagens da Mata Atlântica no Estado do Rio de Janeiro e de sua bioeconomia.\n
2025 Disclosure Cycle,779465,CDP,73185,Rio de Janeiro State,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Biodiversity loss,Forest degradation|Conversion of natural habitats|Deforestation,,Unknown,Less serious,"A perda da biodiversidade no estado do Rio de Janeiro está diretamente ligada ao desmatamento e à degradação florestal, que destroem os habitats naturais de inúmeras espécies animais e vegetais. . Essa perda compromete o equilíbrio dos ecossistemas, enfraquece os serviços ambientais essenciais, como a polinização e a regulação do clima, afetando negativamente tanto a natureza quanto as comunidades humanas que dependem desses recursos.",Adoption of reforestation strategies,Implementation,Programa Florestas do Amanhã (FDA) possui a finalidade de incentivar e promover ações e iniciativas de restauração de ecossistemas e das paisagens da Mata Atlântica no Estado do Rio de Janeiro e de sua bioeconomia.\n
2025 Disclosure Cycle,779465,CDP,73185,Rio de Janeiro State,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,3,Row 3,Increased soil erosion,Forest degradation|Conversion of natural habitats|Deforestation,,Unknown,Less serious,"A erosão do solo é intensificada pelo desmatamento e pela degradação florestal, que retiram a cobertura vegetal responsável por proteger o solo da ação direta da chuva e do vento. Sem essa proteção, o solo fica mais exposto e vulnerável ao desgaste, o que leva à perda da camada superficial rica em nutrientes e à redução da fertilidade do terreno. Além disso, a erosão contribui para o assoreamento de rios e reservatórios, afetando a qualidade da água e aumentando o risco de deslizamentos, especialmente em áreas urbanas e rurais próximas às florestas degradadas.",Adoption of reforestation strategies,Implementation,Programa Florestas do Amanhã (FDA) possui a finalidade de incentivar e promover ações e iniciativas de restauração de ecossistemas e das paisagens da Mata Atlântica no Estado do Rio de Janeiro e de sua bioeconomia.\n
2025 Disclosure Cycle,779465,CDP,73185,Rio de Janeiro State,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,4,Row 4,Other: Mudanças Climáticas,Deforestation|Conversion of natural habitats|Forest degradation,,Unknown,Less serious,"As mudanças climáticas são agravadas pelo desmatamento e pela degradação florestal. A perda da cobertura vegetal contribui para o aumento das temperaturas, a alteração dos padrões de chuva e a maior frequência de eventos extremos, como secas e enchentes. Esses impactos afetam diretamente a biodiversidade, a agricultura e a qualidade de vida da população, além de intensificar os riscos ambientais e sociais já existentes na região. ",Adoption of reforestation strategies,Implementation,Programa Florestas do Amanhã (FDA) possui a finalidade de incentivar e promover ações e iniciativas de restauração de ecossistemas e das paisagens da Mata Atlântica no Estado do Rio de Janeiro e de sua bioeconomia.\n
2025 Disclosure Cycle,779465,CDP,73186,Minas Gerais,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of forest products and services,Forest degradation|Deforestation,Other: Criação de pastagem.|Large-scale agriculture|Charcoal and fuelwood production|Small-scale agriculture|Mining,Current,Extremely serious,"Os impactos do desmatamento/degradação florestal apresentam riscos para o estado na medida em que a perda da cobertura vegetal nativa, com todas as consequências que trazem para os ecossistemas em que se encontram, provoca a deterioração geral dos sistemas naturais que sustentam várias das atividades econômicas do estado, com especial atenção às atividades agropecuárias, que dependem em grande medida destes recursos, tais como disponibilidade de água, ciclagem de nutrientes, polinização, dentre outros.",Setting up incentives (e.g. payments for ecosystem services),Pre-implementation,"Em 2021, a Lei nº 14.119/2021, instituiu a Política Nacional de Pagamento por Serviços Ambientais e criou o Cadastro Nacional de PSA, que deve ser regulamentado em breve. A Assembleia Legislativa de Minas Gerais (ALMG), apresentou o inovador Projeto de Lei nº 4.041/2022, que instituirá a Política Estadual de Serviços Ambientais em Minas Gerais.\n\nUm importante passo para estimular o financiamento e a implementação de projetos de PSA é por meio do levantamento das iniciativas já existentes. Assim, a SEMAD criou o Banco de Iniciativas de PSA em Minas Gerais. Este, de caráter voluntário, será totalmente gratuito, possibilitando a devida publicidade dos projetos, o que pode atrair possíveis financiadores e parceiros."
2025 Disclosure Cycle,779465,CDP,831388,Colima,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Loss of forest products and services,Forest degradation|Deforestation,Mining|Small-scale agriculture|Unsustainable logging|Fires,Medium-term,Serious,"Recientemente se han presentado una serie de incendios forestales en áreas de gran importancia por los servicios ecosistémicos que estos brindan, y se han visto agravadas porque son áreas cercanas a proyectos mineros y zonas agrícolas que han puesto en conjunto en riesgo a las provisión de los servicios ecosistémicos.",Encouraging integrated land-use planning and management,Scoping,Se han estado realizando una serie de decretos tanto a nivel estatal y federal para garantizar la conservación de los bosques y reducir la degradación forestal. 
2025 Disclosure Cycle,779465,CDP,831388,Colima,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Change in forest structure and composition,Conversion of natural habitats|Forest degradation|Deforestation,Mining|Unsustainable logging|Infrastructure,Short-term,Extremely serious,"La deforestación causada por los cambios de uso de la tierra de forestal a campestres, bancos de materiales y minería están causando la generación de gases de efecto invernadero, degradación de suelos y ecosistemas, erosión y degradación de suelos y pérdida de la biodiversidad.",Encouraging integrated land-use planning and management,Scoping,"Se realizan trámites de factibilidad del suelo, aunque el alcance es limitado."
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased greenhouse gas emissions,Forest degradation|Deforestation|Conversion of natural habitats,Mining|Unsustainable logging|Fires|Infrastructure|Charcoal and fuelwood production|Small-scale agriculture,Current,Serious,"En el estado de Querétaro, se enfrenta a desafíos significativos debido a la sequía y el cambio climático. Estos fenómenos no solo afectan el medio ambiente, sino que también tienen consecuencias socioeconómicas y de salud para la población. Cómo la sequía y el cambio climático están afectando a esta región de México y qué medidas pueden tomar tanto el sector industrial como la sociedad en general para abordar esta problemática.\n\nAdemás, la sequía prolongada tiene impactos devastadores en la agricultura, que es una parte fundamental de la economía local. \n\n\n\nLos agricultores enfrentaron pérdidas de cultivos, disminución de la producción y aumento de los costos debido a la necesidad de riego suplementario. \n\nEsto no solo afecta a los agricultores, sino también a toda la cadena de suministro de alimentos y a los precios para los consumidores finales. Además la sequía, ha mermado los recursos hídricos de Querétaro.\n\n\n",Adoption of reforestation strategies,Implementation,"En el PLAN ESTATAL DE DESARROLLO QUERÉTARO 2021 - 2027, se estableció en su Eje Rector 4 . Medio Ambiente e Infraestructura Sostenible, cuyo objetivo es Ordenar, cuidar y vigilar el equilibrio ecológico, así como proyectar la infraestructura y el desarrollo para la prosperidad del presente y el futuro del estado, en un marco de sustentabilidad.\n\nEn su Objetivo 2 del Eje Rector Medio Ambiente e Infraestructura Sostenible, establece en la estrategia Preservación del equilibrio ecológico para mejorar condiciones de vida en el estado\n\nEn el Reto 44, establece el Aumentar en 7,000\nhectáreas la superficie protegida del estado.\n\nBajo las siguientes Líneas estratégicas :\n1. Transitar hacia una economía circular y baja\nen emisiones contaminantes.\n2. Conservar el patrimonio natural del estado de\nQuerétaro.\n3. Fortalecer y aplicar el marco regulatorio\nambiental en Querétaro.\n\nCon las siguientes acciones se prender disminuir la deforestación: \n \n*Desarrollar la vinculación empresarial para promover la economía circular.\n\n Promocionar modelos municipales y sectoriales de fomento económico sustentable.\n\n *Implementar planes y estrategias de descarbonización en los sectores económicos.\n Consolidar el marco regulatorio y su aplicación para el cuidado del medio ambiente.\n\n *Desarrollar, gestionar y dar seguimiento a un sistema de vigilancia de los impactos ambientales.\n\n *Establecer y gestionar un sistema de compensación de emisiones para el\npago de servicios ambientales y ecológicos en las áreas naturales.\n\n* Fomentar el saneamiento de cuencas hidrológicas y zonas de recarga\ndel estado.\n\n* Reducir la emisión de contaminantes al medio ambiente y preservar los ecosistemas.\n \n*Crear cinturones verdes urbanos para la conservación y protección de\náreas naturales.\n"
2025 Disclosure Cycle,779465,CDP,831391,Queretaro,States & Regions,Latin America,Mexico,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased wildfires,Conversion of natural habitats|Forest degradation,Fires,Current,Serious,"Con la frecuencia de la los fenómenos naturales que se presentan por el Cambio Climático, el estado de Querétaro esta implementado acciones para mitigar estos fenómenos, con el aumento de las temperaturas se están presentando año con año incendios, por lo que es necesario reforzar este temas con la población para evitar estos incendios en nuestro estado.\n ",Adoption of reforestation strategies,Implementation,"El gobierno de Estado implemento la acción de reforestación con el siguiente resultado:\n\nPara conservar y restaurar áreas forestales de 3,841 hectáreas se llevaron a cabo acciones de reforestación participativa, sanidad forestal,\nprevención y control de incendios, con una inversión de $17,000,000 para la contratación de brigadistas."
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,1,Row 1,Increased wildfires,Forest degradation|Conversion of natural habitats|Deforestation,Large-scale agriculture,Unknown,Extremely serious,"A expansão agrícola pode causar desmatamento e degradação florestal, que por sua vez levam a temperaturas mais altas . A vegetação seca é combustível para os incêndios, que se espalham rapidamente. Além de aumentar a vulnerabilidade da floresta à propagação de incêndios florestais. Os incêndios florestais são uma das maiores ameaças ao meio ambiente e à fauna, especialmente em períodos de seca. Eles podem afetar ecossistemas inteiros e colocar em risco a sobrevivência de diversas espécies.",Adoption of reforestation strategies,,
2025 Disclosure Cycle,779465,CDP,833240,Sergipe,States & Regions,Latin America,Brazil,Public,Q10.11.1,Please provide details of the deforestation and/or forest degradation impacts as well as the primary action taken by your region.,2,Row 2,Increased greenhouse gas emissions,Forest degradation|Deforestation|Conversion of natural habitats,Unsustainable logging|Large-scale agriculture,Unknown,Extremely serious,"A mudança na cobertura e o uso da terra incluem desde a contribuição para a mudança do clima, através da emissão de gases de efeito estufa (GEE), que causam o aquecimento global, perda da biodiversidade, erosão do solo, esgotamento de recursos naturais e mudança na disponibilidade de água. Além disso, o desmatamento, a degradação florestal e a conversão de habitats naturais (florestas), sobretudo a conversão para a pastagem ou agricultura, interferem consideravelmente nas emissões de GEE pela perda de estoques de carbono na retirada da floresta e sua queima. Considera-se ainda a conversão de habitats naturais para a pecuária que, além de destruir sumidouros de carbono, implementam uma criação responsável significativamente nas emissões de gás metano. Emissões ou remoções de GEE acontecem em processos de mudanças dos estoques de biomassa e matéria orgânica existente acima e abaixo do solo, além de emissões por queima de resíduos florestais. A continuidade dessas práticas pode manter Sergipe cada vez mais distante de um programa efetivo de descarbonização de suas atividades, bem como do processo de mitigação dos efeitos do aquecimento global.",No action currently undertaken,Pre-feasibility study,"Está em fase de planejamento o Inventário de Emissões de Gases de Efeito Estufa (GEE) em Sergipe. A Secretaria de Estado de Meio Ambiente, Sustentabilidade e Ações Climáticas - SEMAC pretende analisar e publicar estas informações para o Estado visando subsidiar as ações futuras de desenvolvimento sustentável sob a premissa das mudanças climáticas."
